type,llm_name,udb_name,match_score,llm_class,udb_class,source_file,notes
LLM_NEW_MEDIUM_CONF,MISALIGNED_DECOMPOSITION_GRANULARITY,,0.0,NORM_DIRECT,,rvwmo.adoc,A misaligned load or store instruction may be decomposed into a set of component memory operations o
LLM_NEW_HIGH_CONF,MISALIGNED_LDST_CONTAINED_OR_FATAL_TRAP,,0.0,NON_ISA,,rv32.adoc,"When an EEI does not guarantee misaligned loads and stores are handled invisibly, the EEI must defin"
LLM_NEW_HIGH_CONF,MISALIGNED_LDST_EEI_DEPENDENT_BEHAVIOR,,0.0,NON_ISA,,rv32.adoc,"Loads and stores whose effective address is not naturally aligned to the referenced datatype (i.e., "
LLM_NEW_MEDIUM_CONF,MISALIGNED_LDST_FULLY_HW_SUPPORTED,,0.0,NON_ISA,,rv32.adoc,misaligned loads and stores can be handled in hardware
LLM_NEW_MEDIUM_CONF,MISALIGNED_LDST_FULLY_HW_SUPPORTED_OR_VISIBLE_TRAP,,0.0,NON_ISA,,rv32.adoc,loads and stores that are not naturally aligned may either complete execution successfully or raise
LLM_NEW_MEDIUM_CONF,MISALIGNED_LDST_HW_OR_INVISIBLE_TRAP_FUNC_OF_ADDR,,0.0,NON_ISA,,rv32.adoc,combination of hardware and invisible trap depending on address
LLM_NEW_HIGH_CONF,MISELECT_ACCESS,,0.0,NORM_CSR_RW,,indirect-csr.adoc,The `miselect` register may be read-only zero if there are no extensions implemented that utilize it
LLM_NEW_HIGH_CONF,MISELECT_WARL_VALUES,,0.0,NORM_CSR_WARL,,indirect-csr.adoc,`miselect` is a WARL register.
LLM_NEW_HIGH_CONF,MNEPC_WARL_VALUES,,0.0,NORM_CSR_WARL,,rnmi.adoc,`mnepc` is a *WARL* register that must be able to hold all valid virtual addresses. It need not be c
LLM_NEW_HIGH_CONF,MSECCFG_SEED_FIELDS_IMPLEMENTED,,0.0,NORM_CSR_RW,,scalar-crypto.adoc,"Implementations may implement `mseccfg` such that `[s,u]seed` is a read-only constant value `0`."
LLM_NEW_HIGH_CONF,MSTATUS_TSR_IMPLEMENTED,,0.0,NORM_CSR_WARL,,machine.adoc,The TSR (Trap SRET) bit is a *WARL* field that supports intercepting the supervisor exception return
LLM_NEW_HIGH_CONF,MSTATUS_TW_IMPLEMENTED,,0.0,NORM_CSR_WARL,,machine.adoc,The TW (Timeout Wait) bit is a *WARL* field that supports intercepting the WFI instruction
LLM_NEW_HIGH_CONF,MSTATUS_VS_EXISTS,,0.0,NORM_DIRECT,,v-st-ext.adoc,"Analogous to the way in which the floating-point unit is handled, the `mstatus.VS` field may exist e"
LLM_NEW_HIGH_CONF,MTVAL2_TRAPVAL_PARAM,,0.0,NORM_DIRECT,,hypervisor.adoc,"When a guest-page-fault trap is taken into M-mode, `mtval2` is written with either zero or the guest"
LLM_NEW_HIGH_CONF,MTVAL_IMPLEMENTED,,0.0,NORM_DIRECT,,hypervisor.adoc,CSR `mtval` must not be read-only zero
LLM_NEW_HIGH_CONF,NUM_PRIVILEGE_MODES,,0.0,NORM_DIRECT,,priv-intro.adoc,Implementations might provide anywhere from 1 to 3 privilege modes
LLM_NEW_HIGH_CONF,PAUSE_DURATION,,0.0,NORM_DIRECT,,zihintpause.adoc,The duration of its effect must be bounded and may be zero.
LLM_NEW_HIGH_CONF,PMPADDR_WARL_VALUES,,0.0,NORM_CSR_WARL,,machine.adoc,"Not all physical address bits may be implemented, and so the `pmpaddr` registers are WARL."
LLM_NEW_HIGH_CONF,PMP_CHECKS_ON_M_MODE,,0.0,NORM_DIRECT,,machine.adoc,"Optionally, PMP checks may additionally apply to M-mode accesses, in which case the PMP registers th"
LLM_NEW_HIGH_CONF,PMP_CSR_WARL_VALUES,,0.0,NORM_CSR_WARL,,machine.adoc,All PMP CSR fields are WARL and may be read-only zero.
LLM_NEW_HIGH_CONF,PMP_RWX_WARL_VALUES,,0.0,NORM_CSR_WARL,,machine.adoc,"The R, W, and X fields form a collective WARL field for which the combinations with R=0 and W=1 are "
LLM_NEW_HIGH_CONF,POINTER_MASKING_RV32_SUPPORT,,0.0,NORM_DIRECT,,zpm.adoc,"Pointer masking only applies to RV64. In RV32, trying to enable pointer masking will result in an il"
LLM_NEW_MEDIUM_CONF,PRIVILEGE_MODE_TRANSITION_CYCLE_TIMING,,0.0,NORM_DIRECT,,smcntrpmf.adoc,the change of privilege mode may be reported as occurring in any one of those cycles (possibly diffe
LLM_NEW_HIGH_CONF,PUSHPOP_BUS_FAULT_HANDLING,,0.0,SW_RULE,,zc.adoc,It is platform defined whether the core implementation waits for the bus responses before continuing
LLM_NEW_MEDIUM_CONF,RESERVED_VILL_SET,,0.0,NORM_DIRECT,,v-st-ext.adoc,Implementations may set `vill` in either case.
LLM_NEW_HIGH_CONF,RNMI_EXCEPTION_HANDLER_ADDRESS,,0.0,NON_ISA,,rnmi.adoc,"RNMI also has an associated exception trap handler address, which is implementation defined."
LLM_NEW_HIGH_CONF,RNMI_INTERRUPT_HANDLER_ADDRESS,,0.0,NON_ISA,,rnmi.adoc,The RNMI interrupt trap handler address is implementation-defined.
LLM_NEW_HIGH_CONF,RVC_FP_REGISTER_SUBSET,,0.0,NORM_DIRECT,,c-st-ext.adoc,Compressed register-based floating-point loads and stores also use the CL and CS formats respectivel
LLM_NEW_HIGH_CONF,RVC_ILLEGAL_ZERO,,0.0,NORM_DIRECT,,c-st-ext.adoc,A 16-bit instruction with all bits zero is permanently reserved as an illegal instruction.
LLM_NEW_HIGH_CONF,RVC_OFFSET_ALIGNMENT,,0.0,NORM_DIRECT,,c-st-ext.adoc,"As with base RVI instructions, the offsets of all RVC control transfer instructions are in multiples"
LLM_NEW_HIGH_CONF,RVC_REGISTER_SUBSET,,0.0,NORM_DIRECT,,c-st-ext.adoc,"CIW, CL, CS, CA, and CB are limited to just 8 of them."
LLM_NEW_HIGH_CONF,SATP_PPN_SV32_SIZE,,0.0,NORM_DIRECT,,supervisor.adoc,The 20-bit VPN is translated into a 22-bit physical page number (PPN)
LLM_NEW_HIGH_CONF,SATP_PPN_SV39_SV48_SV57_SIZE,,0.0,NORM_DIRECT,,supervisor.adoc,The 27-bit VPN is translated into a 44-bit PPN via a three-level page table
LLM_NEW_HIGH_CONF,SCAUSE_EXCEPTION_CODE_LEGAL_VALUES,,0.0,NORM_CSR_WARL,,supervisor.adoc,"The Exception Code is a *WLRL* field. It is required to hold the values 0–31 (i.e., bits 4–0 must be"
LLM_NEW_HIGH_CONF,SCOUNTEREN_BITS_ACCESS,,0.0,NORM_CSR_RW,,supervisor.adoc,"`scounteren` must be implemented. However, any of the bits may be read-only zero, indicating reads t"
LLM_NEW_HIGH_CONF,SCTRDEPTH_SUPPORTED_VALUES,,0.0,NORM_CSR_WARL,,smctr.adoc,It is implementation-specific which DEPTH value(s) are supported.
LLM_NEW_HIGH_CONF,SEED_CSR_ACCESS_CONTROL,,0.0,NORM_DIRECT,,scalar-crypto.adoc,"The `seed` CSR is also access controlled by execution mode, and attempted read or write access will "
LLM_NEW_HIGH_CONF,SENVCFG_CBIE_LEGAL_VALUES,,0.0,NORM_CSR_WARL,,supervisor.adoc,The `CBIE` (Cache Block Invalidate instruction Enable) WARL field to `senvcfg` to control execution
LLM_NEW_HIGH_CONF,SENVCFG_FIOM_ACCESS,,0.0,NORM_CSR_RW,,supervisor.adoc,"If `satp`.MODE is read-only zero (always Bare), the implementation may make FIOM read-only zero."
LLM_NEW_HIGH_CONF,SENVCFG_PMM_LEGAL_VALUES,,0.0,NORM_CSR_WARL,,supervisor.adoc,"If the Ssnpm extension is implemented, the `PMM` field enables or disables pointer masking (see <<Zp"
LLM_NEW_MEDIUM_CONF,SEPC_WARL_VALUES,,0.0,NORM_CSR_WARL,,supervisor.adoc,`sepc` is a *WARL* register that must be able to hold all valid virtual addresses. It need not be ca
LLM_NEW_HIGH_CONF,SIE_BITS_ACCESS,,0.0,NORM_CSR_RW,,supervisor.adoc,A bit in `sie` must be writable if the corresponding interrupt can ever become pending. Bits of `sie
LLM_NEW_HIGH_CONF,SIP_BITS_ACCESS,,0.0,NORM_CSR_RW,,supervisor.adoc,Each individual bit in register `sip` may be writable or may be read-only.
LLM_NEW_HIGH_CONF,SIP_SIE_INTERRUPT_SUPPORT,,0.0,NORM_CSR_WARL,,supervisor.adoc,"Each standard interrupt type (SEI, STI, SSI, or LCOFI) may not be implemented, in which case the cor"
LLM_NEW_HIGH_CONF,SIREG_UNIMPLEMENTED_BEHAVIOR,,0.0,NORM_DIRECT,,indirect-csr.adoc,"The behavior upon accessing `sireg*` from M-mode or S-mode, while `siselect` holds a value that is n"
LLM_NEW_HIGH_CONF,SISELECT_RANGE,,0.0,NORM_DIRECT,,indirect-csr.adoc,The `siselect` register will support the value range 0..0xFFF at a minimum. A future extension may d
LLM_NEW_MEDIUM_CONF,SMDBLTRP_DEBUG_MODE_ON_CRITICAL_ERROR,,0.0,NORM_DIRECT,,smdbltrp.adoc,The extension introduces a mechanism to enter Debug Mode instead of asserting a critical-error signa
LLM_NEW_MEDIUM_CONF,SMDBLTRP_IMPLEMENTED,,0.0,NORM_DIRECT,,machine.adoc,The M-mode-disable-trap (`MDT`) bit is a WARL field introduced by the Smdbltrp extension.
LLM_NEW_HIGH_CONF,SRMCFG_RCID_MCID_LEGAL_VALUES,,0.0,NORM_CSR_WARL,,supervisor.adoc,Both `RCID` and `MCID` are WARL fields.
LLM_NEW_HIGH_CONF,SSP_CSR_ACCESS,,0.0,NORM_CSR_RW,,unpriv-cfi.adoc,The `ssp` CSR is an unprivileged read-write (URW) CSR that reads and writes `XLEN` low order bits of
LLM_NEW_HIGH_CONF,SSP_CSR_ADDRESS,,0.0,NORM_DIRECT,,unpriv-cfi.adoc,The CSR address is 0x011.
LLM_NEW_HIGH_CONF,SSP_CSR_WIDTH,,0.0,NORM_DIRECT,,unpriv-cfi.adoc,There is no high CSR defined as the `ssp` is always as wide as the `XLEN` of the current privilege m
LLM_NEW_HIGH_CONF,SSP_LOW_BITS_RO,,0.0,NORM_CSR_RW,,unpriv-cfi.adoc,"The bits 1:0 of `ssp` are read-only zero. If the UXLEN or SXLEN may never be 32, then the bit 2 is a"
LLM_NEW_MEDIUM_CONF,SSTATUS_SDT_LEGAL_VALUES,,0.0,NORM_CSR_WARL,,supervisor.adoc,The S-mode-disable-trap (`SDT`) bit is a WARL field introduced by the Ssdbltrp extension
LLM_NEW_HIGH_CONF,SSTATUS_SUM_ACCESS,,0.0,NORM_CSR_RW,,supervisor.adoc,SUM is read-only 0 if `satp`.MODE is read-only 0.
LLM_NEW_HIGH_CONF,SSTATUS_UXL_LEGAL_VALUES,,0.0,NORM_CSR_WARL,,supervisor.adoc,"When SXLEN=64, it is a *WARL* field that encodes the current value of UXLEN. In particular, an imple"
LLM_NEW_MEDIUM_CONF,STATEEN_IMPLICIT_UPDATE_EXCEPTION,,0.0,NORM_DIRECT,,smstateen.adoc,"When a `stateen` CSR prevents access to state for a privilege mode, attempting to execute in that pr"
LLM_NEW_MEDIUM_CONF,STVAL_WARL_VALUES,,0.0,NORM_CSR_WARL,,supervisor.adoc,`stval` is a *WARL* register that must be able to hold all valid virtual addresses and the value 0.
LLM_NEW_HIGH_CONF,SUPPORTED_LMUL_VALUES,,0.0,NORM_DIRECT,,v-st-ext.adoc,"Implementations must support LMUL integer values of 1, 2, 4, and 8."
LLM_NEW_HIGH_CONF,SUPPORTED_PM_EXTENSIONS,,0.0,NORM_DIRECT,,zpm.adoc,Profiles and implementations may choose to support an arbitrary subset of these extensions and must
LLM_NEW_MEDIUM_CONF,VECTOR_FF_PAST_TRAP,,0.0,NORM_DIRECT,,v-st-ext.adoc,"Similarly, fault-only-first load instructions may update active destination elements past the elemen"
LLM_NEW_MEDIUM_CONF,VECTOR_FF_SEG_PARTIAL_ACCESS,,0.0,NORM_DIRECT,,v-st-ext.adoc,"In both cases, it is implementation-defined whether a subset of the segment is loaded."
LLM_NEW_MEDIUM_CONF,VECTOR_LS_MISALIGNED_EXCEPTION,,0.0,NORM_DIRECT,,v-st-ext.adoc,If an element accessed by a vector memory instruction is not naturally aligned to the size of the el
LLM_NEW_MEDIUM_CONF,VECTOR_LS_OVERWRITE_PAST_TRAP,,0.0,NORM_DIRECT,,v-st-ext.adoc,Load instructions may overwrite active destination vector register group elements past the element i
LLM_NEW_MEDIUM_CONF,VECTOR_LS_SEG_FF_OVERLOAD,,0.0,NORM_DIRECT,,v-st-ext.adoc,These instructions may overwrite destination vector register group elements past the point at which
LLM_NEW_MEDIUM_CONF,VECTOR_LS_SEG_PARTIAL_ACCESS,,0.0,NORM_DIRECT,,v-st-ext.adoc,"If a trap occurs during access to a segment, it is implementation-defined whether a subset of the fa"
LLM_NEW_MEDIUM_CONF,VECTOR_LS_VSTART_SUPPORT,,0.0,NORM_DIRECT,,v-st-ext.adoc,All vector loads and stores may generate and accept a non-zero `vstart` value.
LLM_NEW_MEDIUM_CONF,VECTOR_LS_WHOLEREG_MISALIGNED_EXCEPTION,,0.0,NORM_DIRECT,,v-st-ext.adoc,Implementations are allowed to raise a misaligned address exception on whole register loads and stor
LLM_NEW_MEDIUM_CONF,VILL_IMPLICIT_ENCODING,,0.0,NORM_DIRECT,,v-st-ext.adoc,A small implementation supporting ELEN=32 requires only seven bits of state in `vtype`: two bits for
LLM_NEW_HIGH_CONF,VMIDLEN,,0.0,NORM_DIRECT,,hypervisor.adoc,"The least-significant bits of VMID are implemented first: that is, if VMIDLEN > 0, VMID[VMIDLEN-1:0]"
LLM_NEW_HIGH_CONF,VSIREG_UNIMPLEMENTED_BEHAVIOR,,0.0,NORM_DIRECT,,indirect-csr.adoc,"The behavior upon accessing `vsireg*` from M-mode or HS-mode, or accessing `sireg*` (really `vsireg*"
LLM_NEW_HIGH_CONF,VSISELECT_RANGE,,0.0,NORM_DIRECT,,indirect-csr.adoc,The `vsiselect` register will support the value range 0..0xFFF at a minimum. A future extension may
LLM_NEW_HIGH_CONF,VSM3C_SEW_SUPPORT,,0.0,NORM_DIRECT,,vector-crypto.adoc,`SEW` is any value other than 32
LLM_NEW_HIGH_CONF,VSM3ME_SEW_SUPPORT,,0.0,NORM_DIRECT,,vector-crypto.adoc,`SEW` is any value other than 32
LLM_NEW_HIGH_CONF,VSM4K_SEW_SUPPORT,,0.0,NORM_DIRECT,,vector-crypto.adoc,`SEW` is any value other than 32
LLM_NEW_HIGH_CONF,VSM4R_SEW_SUPPORT,,0.0,NORM_DIRECT,,vector-crypto.adoc,`SEW` is any value other than 32
LLM_NEW_HIGH_CONF,VSSTATUS_UBE_READONLY,,0.0,NORM_CSR_RW,,hypervisor.adoc,An implementation may make field UBE be a read-only copy of `hstatus`.VSBE
LLM_NEW_HIGH_CONF,VSXL_READ_ONLY,,0.0,NORM_CSR_RW,,hypervisor.adoc,an implementation may make VSXL be a read-only field whose value always ensures that VSXLEN=HSXLEN
LLM_NEW_HIGH_CONF,VTW_VIRTINSTR_BEHAVIOR,,0.0,NORM_DIRECT,,hypervisor.adoc,An implementation may have WFI always raise a virtual-instruction exception in VS-mode when VTW=1 (a
LLM_NEW_HIGH_CONF,WRS_NTO_TW_TIMEOUT,,0.0,NORM_DIRECT,,zawrs.adoc,it does not complete within an implementation-specific bounded time limit
LLM_NEW_HIGH_CONF,WRS_NTO_VTW_TIMEOUT,,0.0,NORM_DIRECT,,zawrs.adoc,the `WRS.NTO` does not complete within an implementation-specific bounded time limit
LLM_NEW_HIGH_CONF,WRS_STO_TIMEOUT_DURATION,,0.0,NORM_DIRECT,,zawrs.adoc,bounds the stall duration to an implementation-define short timeout
LLM_NEW_HIGH_CONF,XENVCFG_LEGAL_VALUES,,0.0,NORM_CSR_WARL,,cmo.adoc,"Each `x{csrname}` register is WARL; however, software should determine the legal values from the exe"
LLM_NEW_HIGH_CONF,ZICFILP_ENABLED,,0.0,NORM_DIRECT,,unpriv-cfi.adoc,"The Zicfilp extension, when enabled, determines if an indirect call or an indirect jump must land on"
LLM_NEW_HIGH_CONF,ZICFISS_ENCODING_SCHEME,,0.0,NORM_DIRECT,,unpriv-cfi.adoc,"The Zicfiss instructions, except `SSAMOSWAP.W/D`, are encoded using a subset of May-Be-Operation ins"
LLM_NEW_MEDIUM_CONF,ZILSD_4BYTE_WORD_ATOMIC,,0.0,NORM_DIRECT,,zilsd.adoc,"If the effective address is a multiple of 4, then each word access is required to be performed atomi"
LLM_NEW_HIGH_CONF,ZILSD_8BYTE_ATOMIC,,0.0,NORM_DIRECT,,zilsd.adoc,"Even if naturally aligned, the memory access might not be performed atomically."
LLM_NEW_HIGH_CONF,ZVBC_SEW_CONSTRAINT,,0.0,NORM_CSR_WARL,,vector-crypto.adoc,These instructions are only defined for `SEW`=64.
LLM_NEW_HIGH_CONF,ZVE32X_DEPENDENCY,,0.0,NORM_DIRECT,,vector-crypto.adoc,All of the other Vector Crypto Extensions depend on `Zve32x`.
LLM_NEW_HIGH_CONF,ZVE64X_DEPENDENCY,,0.0,NORM_DIRECT,,vector-crypto.adoc,"The Zvknhb and Zvbc Vector Crypto Extensions --and accordingly the composite extensions Zvkn, Zvknc,"
LLM_NEW_HIGH_CONF,ZVKG_ELEMENT_GROUP_SIZE,,0.0,NORM_DIRECT,,vector-crypto.adoc,All of these instructions work on 128-bit element groups comprised of four 32-bit elements.
LLM_NEW_HIGH_CONF,ZVKNED_ELEMENT_GROUP_SIZE,,0.0,NORM_DIRECT,,vector-crypto.adoc,All of these instructions work on 128-bit element groups comprised of four 32-bit elements.
LLM_NEW_HIGH_CONF,ZVKNHA_SEW_SUPPORT,,0.0,NORM_DIRECT,,vector-crypto.adoc,`zvknha`: `SEW` is any value other than 32
LLM_NEW_HIGH_CONF,ZVKNHA_ZVKNHB_SHA256_ELEMENT_GROUP_SIZE,,0.0,NORM_DIRECT,,vector-crypto.adoc,SHA-256: these instructions work on 128-bit element groups comprised of four 32-bit elements.
LLM_NEW_HIGH_CONF,ZVKNHB_SEW_SUPPORT,,0.0,NORM_DIRECT,,vector-crypto.adoc,`zvknhb`: `SEW` is any value other than 32 or 64
LLM_NEW_HIGH_CONF,ZVKNHB_SHA512_ELEMENT_GROUP_SIZE,,0.0,NORM_DIRECT,,vector-crypto.adoc,SHA-512: these instructions work on 256-bit element groups comprised of four 64-bit elements.
LLM_NEW_HIGH_CONF,ZVKSED_ELEMENT_GROUP_SIZE,,0.0,NORM_DIRECT,,vector-crypto.adoc,All of these instructions work on 128-bit element groups comprised of four 32-bit elements.
LLM_NEW_HIGH_CONF,ZVKSH_ELEMENT_GROUP_SIZE,,0.0,NORM_DIRECT,,vector-crypto.adoc,All of these instructions work on 256-bit element groups comprised of eight 32-bit elements.
