id,concept,on_lists,udb_param,udb_relationship,james_name,james_domain,james_source,ishaan_name,ishaan_domain,ishaan_source,ishaan_class,match_basis,review_status,confidence,notes_errors,james_section,james_chapter,james_granularity,james_reg_name,james_field_name,james_long_name,james_description,james_type,james_width,james_range,james_array,james_func_of_field,james_note
P046,Type of exception raised by a misaligned integer/float load/store instruction when an implementation,james,MISALIGNED_LDST_EXCEPTION_PRIORITY,partial,MISALIGNED_LDST_EXC_TYPE,"{AlwaysMisalignedExc, AlwaysAccessFaultExc, AccessFaultExcDontEmulate, Other}",MISALIGNED_LDST_EXC_TYPE,,,,,n/a,unreviewed (his individual draft),,"UDB check: Related but not identical: his is which exception type, UDB's is priority.",parameter_definitions,RV32I Base ISA,n/a,,,MISALIGNED_LDST_EXC_TYPE-TBD,"Type of exception raised by a misaligned integer/float load/store instruction when an implementation raises an exception due to misalignment. [%autowidth] !=== ! Value ! Definition ! AlwaysMisalignedExc ! Implementation always raises a misaligned exception ! AlwaysAccessFaultExc ! Implementation always raises an access fault exception ! AccessFaultExcDontEmulate ! For a memory access that would otherwise be able to complete except for the misalignment, an access-fault exception is raised instead of an address-misaligned exception if the misaligned access should not be emulated by software, e.g., if accesses to the memory region have side effects. ! Other ! Sometimes implementation raises a misaligned exception and sometimes raises an access fault exception !===","AlwaysMisalignedExc, AlwaysAccessFaultExc, AccessFaultExcDontEmulate, Other",,,,,Need specific conditions for when access shouldn't be emulated for AccessFaultExcDontEmulate.
P047,Reset value of mseccfg MML/MMWP/RLB.,james,,,MSECCFG_MML_MMWP_RLB_RST,"{true, false}",MSECCFG_MML_MMWP_RLB_RST,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB models no CSR reset values.,parameter_definitions,Machine Mode,n/a,,,MSECCFG_MML_MMWP_RLB_RST-TBD,,boolean,,,,,
P048,Reset value of the seed bits.,james,,,MSECCFG_USEED_SSEED_RST,"{true, false}",MSECCFG_USEED_SSEED_RST,,,,,n/a,unreviewed (his individual draft),,UDB check: Sail has Zkr.sseed_reset_value/useed_reset_value; Jordan records UDB as having neither.,parameter_definitions,Machine Mode,n/a,,,MSECCFG_USEED_SSEED_RST-TBD,,boolean,,,,,
P049,Maximum time in cycles for a store to memory-mapped register `msip` to be reflected in `mip.MSIP`.,james,,,MSIP_UPDATE_MAX_TIME,TBD,MSIP_UPDATE_MAX_TIME,,,,,n/a,unreviewed (his individual draft),,OUT OF SCOPE under our criteria: platform integration or no architectural units. Kept for the mentor to rule on. UDB check: A maximum time with no architectural units. Excluded by rule 6 (implementation-defined with no testable units or enumerable options).,parameter_definitions,Machine Mode,n/a,,,MSIP_UPDATE_MAX_TIME-TBD,Maximum time in cycles for a store to memory-mapped register `msip` to be reflected in `mip.MSIP`.,dword,,,,,
P050,"Whether mstatus.FS goes Dirty only on real FP state change, or dirtiness is not tracked at all",james,HW_MSTATUS_FS_DIRTY_UPDATE,partial,MSTATUS_FS_IMPRECISE,"{PreciseDirty, Other}",MSTATUS_FS_IMPRECISE; MSTATUS_FS_NO_DIRTY_TRACK,,,,,n/a,unreviewed (his individual draft),,UDB check: Adjacent aspect of the same FS dirty-tracking behaviour.,parameter_definitions,Machine Mode,n/a,,,MSTATUS_FS_IMPRECISE-TBD,"[%autowidth] !=== ! Value ! Definition ! PreciseDirty ! Only set `mstatus.FS`` to Dirty only when floating-point state is changed ! NoDirtyTracking ! Dirtiness isn't tracked so the only valid FS states are Off and Dirty, and an attempt to set `mstatus.FS` to Initial or Clean causes it to be set to Dirty. ! Other ! Unpredictable behavior !===","PreciseDirty, Other",,,,,
P051,When an instruction explicitly or implicitly writes a floating-point register or the fcsr,james,HW_MSTATUS_FS_DIRTY_UPDATE,partial,MSTATUS_FS_NO_CHANGE_DIRTY,"{true, false}",MSTATUS_FS_NO_CHANGE_DIRTY,,,,,n/a,unreviewed (his individual draft),,UDB check: Adjacent aspect of the same FS dirty-tracking behaviour.,parameter_definitions,Machine Mode,n/a,,,MSTATUS_FS_NO_CHANGE_DIRTY-TBD,"When an instruction explicitly or implicitly writes a floating-point register or the fcsr but does not alter its contents and FS=Initial or FS=Clean, does the implementation transition `mstatus.FS` to Dirty?",boolean,,,,,
P052,Does implementation make `mstatus.SBE` a read-only copy of `mstatus.MBE`?,james,,,MSTATUS_SBE_ROCOPY,"{true, false}",MSTATUS_SBE_ROCOPY,,,,,n/a,unreviewed (his individual draft),,UDB check: mstatus.SBE as a read-only copy of MBE. This is the read-only-mirrors-another-bit WARL shape our own list treats as a parameter (cf. SSTATUS_UBE_ACCESS); UDB models only the endianness value.,parameter_definitions,Machine Mode,n/a,,,MSTATUS_SBE_ROCOPY-TBD,Does implementation make `mstatus.SBE` a read-only copy of `mstatus.MBE`?,boolean,,,,,
P053,If `mstatus.TW`=1 and WFI is executed in any less-privileged mode than M-mode,james,,,MSTATUS_TW_TIME_LIMIT,TBD,MSTATUS_TW_TIME_LIMIT,,,,,n/a,unreviewed (his individual draft),,"OUT OF SCOPE under our criteria: platform integration or no architectural units. Kept for the mentor to rule on. UDB check: The WFI bounded time limit. Excluded by INCLUSION_CRITERIA rule 6, which names ""bounded time limit"" as its literal example of an implementation-defined quantity with no testable units. Flagged by our INCLUSION_CRITERIA rule 6 on `MSTATUS_TW_TIME_LIMIT`: no testable units / 'misconfigured'.",parameter_definitions,Machine Mode,n/a,,,MSTATUS_TW_TIME_LIMIT-TBD,If `mstatus.TW`=1 and WFI is executed in any less-privileged mode than M-mode the WFI instruction causes an illegal-instruction exception if MSTATUS_TW_TIME_LIMIT cycles have passed since the WFI instruction began execution.,int,32,,,,
P054,Does implementation make `mstatus.UBE` a read-only copy of `mstatus.MBE` or `mstatus.SBE`?,james,,,MSTATUS_UBE_ROCOPY,"{ROCopyOfMBE, ROCopyOfSBE, Other}",MSTATUS_UBE_ROCOPY,,,,,n/a,unreviewed (his individual draft),,UDB check: mstatus.UBE as a read-only copy of MBE. Same shape as MSTATUS_SBE_ROCOPY.,parameter_definitions,Machine Mode,n/a,,,MSTATUS_UBE_ROCOPY-TBD,Does implementation make `mstatus.UBE` a read-only copy of `mstatus.MBE` or `mstatus.SBE`? [%autowidth] !=== ! Value ! Definition ! ROCopyOfMBE ! mstatus.UBE` is a read-only copy of `mstatus.MBE` ! ROCopyOfSBE ! mstatus.UBE` is a read-only copy of `mstatus.SBE` ! Other ! mstatus.UBE` is not a read-only copy of either `mstatus.MBE` or `mstatus.SBE` !===,"ROCopyOfMBE, ROCopyOfSBE, Other",,,,,
P055,Does the `mstatus.VS` field exist even if the `misa.V` bit is hardwired to 0?,james,,,MSTATUS_VS_EXISTS,"{true, false}",MSTATUS_VS_EXISTS,,,,,n/a,unreviewed (his individual draft),,UDB check: Whether mstatus.VS exists when misa.V is clear. UDB has the VS-mode sibling VSSTATUS_VS_EXISTS but not the M-mode one.,parameter_definitions,V Extension,n/a,,,MSTATUS_VS_EXISTS-TBD,Does the `mstatus.VS` field exist even if the `misa.V` bit is hardwired to 0?,boolean,,,,,
P056,When an instruction that writes a vector register or vector CSR,james,HW_MSTATUS_VS_DIRTY_UPDATE,partial,MSTATUS_VS_NO_CHANGE_DIRTY,"{true, false}",MSTATUS_VS_NO_CHANGE_DIRTY,,,,,n/a,unreviewed (his individual draft),,UDB check: Adjacent aspect of the same VS dirty-tracking behaviour.,parameter_definitions,Machine Mode,n/a,,,MSTATUS_VS_NO_CHANGE_DIRTY-TBD,"When an instruction that writes a vector register or vector CSR but does not alter its contents and VS=Initial or VS=Clean, does the implementation transition `mstatus.VS` to Dirty?",boolean,,,,,
P057,Whether a software write of Initial or Clean to mstatus.VS is forced to Dirty,james,HW_MSTATUS_VS_DIRTY_UPDATE,partial,MSTATUS_VS_SW_DIRTY_UPDATE,"{DirtyWhenInitOrClean, Other}",MSTATUS_VS_IMPRECISE,,,,,n/a,unreviewed (his individual draft),,UDB check: Adjacent aspect of the same VS dirty-tracking behaviour.,parameter_definitions,Machine Mode,n/a,,,MSTATUS_VS_SW_DIRTY_UPDATE-TBD,[%autowidth] !=== ! Value ! Definition ! DirtyWhenInitOrClean ! Implementation sets `mstatus.VS` to Dirty when software attempts to set VS to Initial or Clean ! Other ! Unpredictable behavior !===,"DirtyWhenInitOrClean, Other",,,,,
P058,Platform timing.,james,,,MTIME_TICK_PERIOD,TBD,MTIME_TICK_PERIOD,,,,,n/a,unreviewed (his individual draft),,"OUT OF SCOPE under our criteria: platform integration or no architectural units. Kept for the mentor to rule on. UDB check: Excluded by rule 4 (NON_ISA, outside ISA scope); Jordan records platform.clock_frequency and instructions_per_tick as having no UDB parameter either.",parameter_definitions,Machine Mode,n/a,,,MTIME_TICK_PERIOD-TBD,,uint,64,,,,
P059,What mtval2 is written with on a guest page fault (zero vs the guest physical address),james,"REPORT_GPA_IN_TVAL_ON_INSTRUCTION_GUEST_PAGE_FAULT, REPORT_GPA_IN_TVAL_ON_LOAD_GUEST_PAGE_FAULT, REPORT_GPA_IN_TVAL_ON_STORE_AMO_GUEST_PAGE_FAULT",partial,MTVAL2_TRAPVAL,"{WrZero, WrGuestPA, Other}",MTVAL2_TRAPVAL,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB splits by faulting operation; his is one entry.,parameter_definitions,H Extension,n/a,,,MTVAL2_TRAPVAL-TBD,Same as HTVAL_GUEST_PAGE_FAULT_TRAPVAL except for `mtval2` and trap into M-mode,"WrZero, WrGuestPA, Other",,,,,
P060,`mtval` can hold all valid virtual addresses but not necessarily,james,,,MTVAL_INV_ADDR_CONV,"{NoInvAddrConv, Other}",MTVAL_INV_ADDR_CONV,,,,,n/a,unreviewed (his individual draft),,UDB check: Invalid-address conversion on writes to mtval. UDB has no such parameter.,parameter_definitions,Machine Mode,n/a,,,MTVAL_INV_ADDR_CONV-TBD,"`mtval` can hold all valid virtual addresses but not necessarily all invalid virtual addresses. If an implementation needs to convert an invalid address into some other value that `mtval` can hold, how is this done? [%autowidth] !=== ! Value ! Definition ! NoInvAddrConv ! No conversion of invalid virtual addresses is performed ! Other ! Converts invalid virtual addresses in some unknown way !===","NoInvAddrConv, Other",,,,,
P061,Specifies on a per-exception code basis whether `mtval` holds an,james,"REPORT_VA_IN_MTVAL_ON_BREAKPOINT, REPORT_ENCODING_IN_MTVAL_ON_ILLEGAL_INSTRUCTION, REPORT_VA_IN_MTVAL_ON_LOAD_PAGE_FAULT",partial,MTVAL_PER_EXC_BEHAVIOR,"{Informative, Zero, Other}",MTVAL_PER_EXC_BEHAVIOR,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB has 14 REPORT_*_IN_MTVAL_ON_* parameters; his is one per-exception umbrella. 1-to-many.,parameter_definitions,Machine Mode,n/a,,,MTVAL_PER_EXC_BEHAVIOR-TBD,"Specifies on a per-exception code basis whether `mtval` holds an ""informative"" value such as the faulting address, sets it to zero, or some other unknown behavior. [%autowidth] !=== ! Value ! Definition ! Informative ! Holds an ""informative"" value such as the faulting address ! Zero ! Sets it to zero ! Other ! Some other unknown behavior !===","Informative, Zero, Other",,,"0, 19",,
P062,Base address of the non-maskable interrupt vector.,james,,,NMI_ADDR,TBD,(none),,,,,n/a,unreviewed (his individual draft),,"OUT OF SCOPE under our criteria: platform integration or no architectural units. Kept for the mentor to rule on. UDB check: NMI vector address. Excluded by rule 4 (NON_ISA, platform rather than ISA), not on testability grounds -- it is observable. Scope question for the mentor. His `NMI_ADDR` cites impl-def ? with no matching normative rule in the pinned manual, so its spec text could not be checked.",parameter_definitions,Machine Mode,n/a,,,NMI_ADDR-TBD,Base address of the non-maskable interrupt vector.,uint,MXLEN,,,,
P063,mcause value on NMI.,james,,,NMI_MCAUSE_VAL,"{true, false}",NMI_MCAUSE_VAL,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB models no NMI cause value.,parameter_definitions,Machine Mode,n/a,,,NMI_MCAUSE_VAL-TBD,,boolean,,,,,
P064,Does the implementation ignore the NTL hint when the target instruction causes a trap?,james,,,NTL_TRAP_BEHAVIOR,"{true, false}",NTL_TRAP_BEHAVIOR,,,,,n/a,unreviewed (his individual draft),,UDB check: Trap behaviour for NTL hints. UDB has TRAP_ON_RESERVED_INSTRUCTION but nothing NTL-specific.,parameter_definitions,Zihintntl (Non-tmp Hint),n/a,,,NTL_TRAP_BEHAVIOR-TBD,Does the implementation ignore the NTL hint when the target instruction causes a trap?,boolean,,,,,
P065,Whether cacheable main memory supports all atomics.,james,,,PMA_CACHE_MM_ALL_ATOMICS,"{true, false}",PMA_CACHE_MM_ALL_ATOMICS,,,,,n/a,unreviewed (his individual draft),,UDB check: Same PMA gap. Flagged by our INCLUSION_CRITERIA rule 1 on `PMA_CACHE_MM_ALL_ATOMICS`: tagged text sits in a NOTE/TIP/WARNING block.,parameter_definitions,Machine Mode,n/a,,,PMA_CACHE_MM_ALL_ATOMICS-TBD,,boolean,,,,,
P066,Whether main-memory regions support instruction fetch.,james,,,PMA_MM_IFETCH,"{true, false}",PMA_MM_IFETCH,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB has PMA_GRANULARITY only; Jordan records UDB as having no per-region PMA attributes. DEFECT (his file): cites a tag whose sentence does not describe the parameter -- 'Main memory regions always support read and write' says nothing about instruction fetch.,parameter_definitions,Machine Mode,n/a,,,PMA_MM_IFETCH-TBD,,boolean,,,,,
P067,Whether memory-ordering PMAs are dynamically configurable.,james,,,PMA_MO_DYN,"{true, false}",PMA_MO_DYN,,,,,n/a,unreviewed (his individual draft),,UDB check: Same PMA gap.,parameter_definitions,Machine Mode,n/a,,,PMA_MO_DYN-TBD,,boolean,,,,,
P068,Reset value of pmpcfg A and L fields.,james,,,PMP_A_L_RST,"{true, false}",PMP_A_L_RST,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB models no CSR reset values.,parameter_definitions,Machine Mode,n/a,,,PMP_A_L_RST-TBD,,boolean,,,,,
P069,Base address of the reset vector.,james,,,RST_ADDR,TBD,(none),,,,,n/a,unreviewed (his individual draft),,"OUT OF SCOPE under our criteria: platform integration or no architectural units. Kept for the mentor to rule on. UDB check: Reset vector address. Excluded by rule 4 (NON_ISA, platform rather than ISA), not on testability grounds -- it is observable. Scope question for the mentor. His `RST_ADDR` cites impl-def ? with no matching normative rule in the pinned manual, so its spec text could not be checked.",parameter_definitions,Machine Mode,n/a,,,RST_ADDR-TBD,Base address of the reset vector.,uint,MXLEN,,,,
P070,Do fault-only-first vector load instructions update active destination elements past the element that causes,james,VECTOR_FF_UPDATE_PAST_TRIM,partial,VECTOR_FF_PAST_TRAP,"{Always, Never, Other}",VECTOR_FF_PAST_TRAP,,,,,n/a,unreviewed (his individual draft),,UDB check: Adjacent fault-only-first aspect.,parameter_definitions,V Extension,n/a,,,VECTOR_FF_PAST_TRAP-TBD,Do fault-only-first vector load instructions update active destination elements past the element that causes trimming of the vector length (but not past the original vector length)? [%autowidth] !=== ! Value ! Definition ! Always ! Always update past the trimmed vector length ! Never ! Never update past the trimmed vector length ! Other ! Unpredictable behavior !===,"Always, Never, Other",,,,,Do we need a more specific definition for what elements are updated past the element that causes the trimming of the vector length?
P071,When an exception is detected partway through accessing the zeroth segment of a fault-only-first segment load,james,VECTOR_FF_SEG_EXCEPTION_PARTIAL_LOAD,partial,VECTOR_FF_SEG_SUBSET_EXC_ON_ZEROTH,"{Always, Never, Other}",VECTOR_FF_SEG_PARTIAL_ACCESS,,,,,n/a,unreviewed (his individual draft),,UDB check: He splits the zeroth-element case out; UDB has one parameter.,parameter_definitions,V Extension,n/a,,,VECTOR_FF_SEG_SUBSET_EXC_ON_ZEROTH-TBD,"When an exception is detected partway through accessing the zeroth segment of a fault-only-first segment load and a trap is taken, does the implementation load a subset of the segment? [%autowidth] !=== ! Value ! Definition ! Always ! Always load some subset ! Never ! Never load any subset ! Other ! Unpredictable behavior !===","Always, Never, Other",,,,,"Do we need a more specific definition for the subset since it says ""some subset""?"
P072,When an exception is detected partway through accessing past the zeroth segment of a fault-only-first segment load,james,VECTOR_FF_SEG_EXCEPTION_PARTIAL_LOAD,partial,VECTOR_FF_SEG_SUBSET_EXC_PAST_ZEROTH,"{Always, Never, Other}",VECTOR_FF_SEG_PARTIAL_ACCESS,,,,,n/a,unreviewed (his individual draft),,UDB check: He splits the past-zeroth case out; UDB has one parameter.,parameter_definitions,V Extension,n/a,,,VECTOR_FF_SEG_SUBSET_EXC_PAST_ZEROTH-TBD,"When an exception is detected partway through accessing past the zeroth segment of a fault-only-first segment load and a trap is taken, does the implementation load a subset of the segment? [%autowidth] !=== ! Value ! Definition ! Always ! Always load some subset ! Never ! Never load any subset ! Other ! Unpredictable behavior !===","Always, Never, Other",,,,,
P073,Do vector load/store constant stride instructions with `rs2` = `x0` perform fewer memory operations,james,,,VECTOR_LS_CONSTANT_STRIDE_X0,"{Always, Never, Other}",VECTOR_LS_CONSTANT_STRIDE_X0,,,,,n/a,unreviewed (his individual draft),,UDB check: Constant-stride vector load/store with rs2=x0. UDB has no equivalent.,parameter_definitions,V Extension,n/a,,,VECTOR_LS_CONSTANT_STRIDE_X0-TBD,Do vector load/store constant stride instructions with `rs2` = `x0` perform fewer memory operations than the number of active elements? [%autowidth] !=== ! Value ! Definition ! Always ! Always perform fewer memory operations in this case ! Never ! Never perform fewer memory operations in this case ! Other ! Unpredictable behavior !===,"Always, Never, Other",,,,,
P074,Does a vector load instruction overwrite the faulting element and subsequent elements when,james,LEGAL_VSTART,partial,VECTOR_LS_VSTART,"{Always, Never, Other}",VECTOR_LS_VSTART,,,,,n/a,unreviewed (his individual draft),,"UDB check: UDB enumerates legal vstart values; his is the load/store-specific rule. DEFECT (his file): named for vstart, but the description asks the overwrite-past-trap question, which duplicates his own VECTOR_LS_OVERWRITE_PAST_TRAP. Mapped to UDB LEGAL_VSTART on the name; by description it would map to UDB VECTOR_LOAD_PAST_TRAP. Needs his clarification before the row can be settled.",parameter_definitions,V Extension,n/a,,,VECTOR_LS_VSTART-TBD,Does a vector load instruction overwrite the faulting element and subsequent elements when an exception occurs? [%autowidth] !=== ! Value ! Definition ! Always ! Always overwrites ! Never ! Never overwrites ! Other ! Unpredictable behavior !===,"Always, Never, Other",,,,,
P075,Will `vsetvl`/`vsetvli` instructions executed with a new SEW/LMUL ratio that changes VLMAX set `vcsr.VILL` to 1?,james,VILL_SET_ON_RESERVED_VTYPE,partial,VSETVL_WITH_NEW_RATIO_SETS_VILL,"{Always, Never, Other}",RESERVED_VILL_SET,,,,,n/a,unreviewed (his individual draft),,UDB check: Overlapping vill-setting behaviour.,parameter_definitions,V Extension,n/a,,,VSETVL_WITH_NEW_RATIO_SETS_VILL-TBD,Will `vsetvl`/`vsetvli` instructions executed with a new SEW/LMUL ratio that changes VLMAX set `vcsr.VILL` to 1? [%autowidth] !=== ! Value ! Definition ! Always ! Always set `vcsr.VILL` set to 1 in this case ! Never ! Never set `vcsr.VILL` set to 1 in this case ! Other ! Unpredictable behavior !===,"Always, Never, Other",,,,,
P076,Will `vsetvl`/`vsetvli` instructions executed when `vcsr.VILL` bit is already 1 keep it set to 1?,james,"RESERVED_VSET_X0X0_VILL_SET, VILL_SET_ON_RESERVED_VTYPE",partial,VSETVL_WITH_VILL_1_STAY_1,"{Always, Never, Other}",RESERVED_VILL_SET,,,,,n/a,unreviewed (his individual draft),,UDB check: Overlapping vill-setting behaviour.,parameter_definitions,V Extension,n/a,,,VSETVL_WITH_VILL_1_STAY_1-TBD,Will `vsetvl`/`vsetvli` instructions executed when `vcsr.VILL` bit is already 1 keep it set to 1? [%autowidth] !=== ! Value ! Definition ! Always ! Always keep `vcsr.VILL` set to 1 in this case ! Never ! Never keep `vcsr.VILL` set to 1 in this case ! Other ! Unpredictable behavior !===,"Always, Never, Other",,,,,
P077,Whether WFI is available in U-mode.,james,,,WFI_OPT_U_MODE,"{true, false}",WFI_OPT_U_MODE,,,,,n/a,unreviewed (his individual draft),,"UDB check: Jordan records platform.wfi_available_to_user_mode as having no UDB parameter. NOTE: our own WFI_U_MODE was rejected by the mentor as a duplicate, so this needs his ruling.",parameter_definitions,Machine Mode,n/a,,,WFI_OPT_U_MODE-TBD,,boolean,,,,,
P078,What may cause WFI to resume.,james,,,WFI_RESUME_REASON,"{true, false}",WFI_RESUME_REASON,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB has no WFI resume parameter.,parameter_definitions,Machine Mode,n/a,,,WFI_RESUME_REASON-TBD,,boolean,,,,,
P079,Does the implementation perform the 8-byte memory access atomically?,james,,,ZILSD_ALIGN8_ATOMIC,"{true, false}",ZILSD_ALIGN8_ATOMIC,,,,,n/a,unreviewed (his individual draft),,UDB check: Whether 8-byte-aligned Zilsd accesses are atomic. UDB has no equivalent.,parameter_definitions,Zilsd (RV32 ld/st dbl),n/a,,,ZILSD_ALIGN8_ATOMIC-TBD,Does the implementation perform the 8-byte memory access atomically?,boolean,,,,,
P080,WARL behaviour of ctrsource.,james,,,ctrsource,TBD,CTRSOURCE_WARL,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB has MCTRCTL_* field parameters but nothing for the entry registers.,csr_definitions,SmCtr (Ctrl Xfer Records),register-level,ctrsource,,,,Other,,,,,
P081,Delegatable-bit mask of hedeleg.,james,,,hedeleg,TBD,HEDELEG_WARL,,,,,n/a,unreviewed (his individual draft),,"UDB check: Verified: UDB has no parameter touching any interrupt-pending, interrupt-enable or delegation register.",csr_definitions,H Extension,register-level,hedeleg,,,,Other,,,,,
P082,Legal values / access behaviour of `henvcfg.CBIE`,james,FORCE_UPGRADE_CBO_INVAL_TO_FLUSH,partial,henvcfg.CBIE,TBD,HENVCFG_CBIE_WARL,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB's param controls CBIE=0b11 only; Jordan notes it is related but not the same as the reserved 0b10 behaviour.,csr_definitions,H Extension,field-level,henvcfg,CBIE,,,Other,,,,,
P083,Writable-bit mask of hgeie.,james,,,hgeie,TBD,HGEIE_WARL,,,,,n/a,unreviewed (his individual draft),,"UDB check: Verified: UDB has no parameter touching any interrupt-pending, interrupt-enable or delegation register.",csr_definitions,H Extension,register-level,hgeie,,,,Other,,,,,
P084,Delegatable-bit mask of hideleg.,james,,,hideleg,TBD,HIDELEG_WARL,,,,,n/a,unreviewed (his individual draft),,"UDB check: Verified: UDB has no parameter touching any interrupt-pending, interrupt-enable or delegation register.",csr_definitions,H Extension,register-level,hideleg,,,,Other,,,,,
P085,Writable-bit mask of hie.,james,,,hie,TBD,HIE_WARL,,,,,n/a,unreviewed (his individual draft),,"UDB check: Verified: UDB has no parameter touching any interrupt-pending, interrupt-enable or delegation register.",csr_definitions,H Extension,register-level,hie,,,,Other,,,,,
P086,"VGEIN's legal range is bounded by GEILEN, which UDB models as a count rather than a field constraint.",james,NUM_EXTERNAL_GUEST_INTERRUPTS,partial,hstatus.VGEIN,TBD,HSTATUS_VGEIN_WLRL,,,,,n/a,unreviewed (his individual draft),,,csr_definitions,H Extension,field-level,hstatus,VGEIN,,,Other,,,,,
P087,Legal values / access behaviour of `htinst` (whole register),james,"TINST_VALUE_ON_BREAKPOINT, TINST_VALUE_ON_LOAD_PAGE_FAULT, TINST_VALUE_ON_VIRTUAL_INSTRUCTION",partial,htinst,TBD,HTINST_WARL,,,,,n/a,unreviewed (his individual draft),,"UDB check: UDB has 14 TINST_VALUE_ON_* parameters, one per exception; his is one register-level WARL entry. 1-to-many.",csr_definitions,H Extension,register-level,htinst,,,,Other,,,,,
P088,Writable-bit mask of hvip.,james,,,hvip,TBD,HVIP_WARL,,,,,n/a,unreviewed (his individual draft),,"UDB check: Verified: UDB has no parameter touching any interrupt-pending, interrupt-enable or delegation register.",csr_definitions,H Extension,register-level,hvip,,,,Other,,,,,
P089,Legal values / access behaviour of `jvt.MODE`,james,JVT_READ_ONLY,partial,jvt.MODE,TBD (legal enum),JVT_MODE_WARL,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB captures jvt writability but not the MODE legal-value set.,csr_definitions,Zc Extension,field-level,jvt,MODE,,,LegalEnum,,,,,
P090,WLRL legal exception codes of mcause.,james,,,mcause.EXCCODE,TBD (legal enum),MCAUSE_EXCCODE_WLRL,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB has no cause-code legal-value parameter.,csr_definitions,Machine Mode,field-level,mcause,EXCCODE,,,LegalEnum,,,,INTR,
P091,"If list of legal write values is empty, then this field is read-only zero.",james,FORCE_UPGRADE_CBO_INVAL_TO_FLUSH,partial,menvcfg.CBIE,TBD (legal enum),MENVCFG_CBIE_WARL,,,,,n/a,unreviewed (his individual draft),,UDB check: Same partial relationship as henvcfg.CBIE.,csr_definitions,Machine Mode,field-level,menvcfg,CBIE,,"If list of legal write values is empty, then this field is read-only zero.",LegalEnum,,,,,
P092,"If list of legal write values is empty, then this field is read-only zero.",james,PMLEN,partial,menvcfg.PMM,TBD (legal enum),MENVCFG_PMM_WARL,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB models PMLEN as a configured integer rather than per-CSR PMM field legal values.,csr_definitions,Machine Mode,field-level,menvcfg,PMM,,"If list of legal write values is empty, then this field is read-only zero.",LegalEnum,,,,,
P093,WARL behaviour of mepc.,james,,,mepc,per bit: constant mask,MEPC_WARL,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB has no mepc parameter; our SEPC_INVALID_ADDR_BEHAVIOR is the sepc sibling.,csr_definitions,Machine Mode,register-level,mepc,,,,ConstMask,,,,,
P094,Legal values / access behaviour of `mhpmcounter` (whole register),james,HPM_COUNTER_EN,partial,mhpmcounter,per bit: constant mask,MHPMCOUNTER_WARL; MHPMEVENT_N_RDONLY0,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB models which counters exist as a bit vector; his is the register-level WARL.,csr_definitions,Machine Mode,register-level,mhpmcounter,,,,ConstMask,,,,,
P095,Legal values / access behaviour of `mhpmevent` (whole register),james,HPM_EVENTS,partial,mhpmevent,per bit: constant mask,MHPMEVENT_WARL; MHPMEVENT_N_RDONLY0,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB enumerates legal event numbers; his is the register-level WARL.,csr_definitions,Machine Mode,register-level,mhpmevent,,,,ConstMask,,,,,
P096,Writable-bit mask of mie.,james,,,mie,per bit: constant mask,MIE_WARL,,,,,n/a,unreviewed (his individual draft),,"UDB check: Verified: UDB has no parameter touching any interrupt-pending, interrupt-enable or delegation register.",csr_definitions,Machine Mode,register-level,mie,,,,ConstMask,,,,,
P097,Supported value range of miselect.,james,,,miselect,TBD,MISELECT_WARL,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB has no iselect parameter; our SISELECT_WIDTH and VSISELECT_WIDTH are the s/vs siblings.,csr_definitions,Indirect CSR,register-level,miselect,,,,Other,,,,,
P098,WARL behaviour of mncause (RNMI).,james,,,mncause,TBD,MNCAUSE_WARL,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB has no mncause parameter.,csr_definitions,Smrnmi Extension for Resumable Non-Maskable Interrupts,register-level,mncause,,,,Other,,,,,
P099,WARL behaviour of mnstatus (RNMI).,james,,,mnstatus,TBD,MNSTATUS_WARL,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB has no mnstatus parameter.,csr_definitions,Smrnmi Extension for Resumable Non-Maskable Interrupts,register-level,mnstatus,,,,Other,,,,,
P100,WARL behaviour of mseccfg.MML.,james,,,mseccfg.MML,per bit: constant mask,MSECCFG_MML_WARL,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB has no mseccfg field parameters.,csr_definitions,Machine Mode,field-level,mseccfg,MML,,,ConstMask,,,,,
