type,llm_name,udb_name,match_score,llm_class,udb_class,source_file,notes
LLM_NEW_MEDIUM_CONF,STRONGLY_ORDERED_CSRS,,0.0,NON_ISA,,zicsr.adoc,"The hardware platform may define that accesses to certain CSRs are strongly ordered, as defined by t"
LLM_NEW_HIGH_CONF,STVAL_INVALID_ADDR_HANDLING,,0.0,NORM_CSR_WARL,,supervisor.adoc,`stval` is a *WARL* register that must be able to hold all valid virtual addresses and the value 0. 
LLM_NEW_HIGH_CONF,SVADU_HYPERVISOR_ADUE_WRITABLE,,0.0,NORM_CSR_RW,,supervisor.adoc,"If the hypervisor extension is additionally implemented, the `henvcfg`.ADUE field is also writable."
LLM_NEW_HIGH_CONF,SVADU_IMPLEMENTED,,0.0,NORM_DIRECT,,supervisor.adoc,"If the Svadu extension is implemented, the `menvcfg`.ADUE field is writable."
LLM_NEW_HIGH_CONF,SVPBMT_ADDITIONAL_PMA_OVERRIDE,,0.0,NORM_DIRECT,,supervisor.adoc,Implementations may override additional PMAs not explicitly listed in <<pbmt>>.
LLM_NEW_HIGH_CONF,SVRSW60T59B_IMPLEMENTED,,0.0,NORM_DIRECT,,supervisor.adoc,"If the Svrsw60t59b extension is implemented, then bits 60-59 of the page table entries (PTEs) are re"
LLM_NEW_HIGH_CONF,UNIMPLEMENTED_HPM_COUNTER_BEHAVIOR,,0.0,NORM_DIRECT,,counters.adoc,Accessing an unimplemented counter may cause an illegal-instruction exception or may return a consta
LLM_NEW_HIGH_CONF,VSISELECT_WIDTH,,0.0,NORM_CSR_WARL,,indirect-csr.adoc,The `vsiselect` register will support the value range 0..0xFFF at a minimum. A future extension may 
LLM_NEW_HIGH_CONF,VTW_WFI_ALWAYS_TRAP,,0.0,NORM_DIRECT,,hypervisor.adoc,An implementation may have WFI always raise a virtual-instruction exception in VS-mode when VTW=1 (a
LLM_NEW_HIGH_CONF,WFI_U_MODE,,0.0,NORM_DIRECT,,machine.adoc,optionally available to U-mode.
LLM_NEW_HIGH_CONF,WRS_NTO_TW_TIMEOUT_LIMIT,,0.0,NORM_DIRECT,,zawrs.adoc,When the `TW` (Timeout Wait) bit in `mstatus` is set and `WRS.NTO` is executed in any privilege mode
LLM_NEW_HIGH_CONF,WRS_NTO_VTW_TIMEOUT_LIMIT,,0.0,NORM_DIRECT,,zawrs.adoc,"When executing in VS or VU mode, if the `VTW` bit is set in `hstatus`, the `TW` bit in `mstatus` is "
LLM_NEW_HIGH_CONF,WRS_SPURIOUS_WAKEUP_PERMITTED,,0.0,NORM_DIRECT,,zawrs.adoc,"While stalled, an implementation is permitted to occasionally terminate the stall and complete execu"
LLM_NEW_HIGH_CONF,WRS_STO_TIMEOUT_DURATION,,0.0,NORM_DIRECT,,zawrs.adoc,`WRS.STO` (WRS-with-short-timeout) is provided that works like `WRS.NTO` but bounds the stall durati
LLM_NEW_MEDIUM_CONF,XENVCFG_WARL_LEGAL_VALUES,,0.0,NORM_CSR_WARL,,cmo.adoc,"Each `x{csrname}` register is WARL; however, software should determine the legal values from the exe"
LLM_NEW_HIGH_CONF,XRET_CLEARS_LR_RESERVATION,,0.0,NORM_DIRECT,,machine.adoc,"If the A extension is supported, the __x__RET instruction is allowed to clear any outstanding LR add"
LLM_NEW_HIGH_CONF,ZCMP_INTERRUPTS_DURING_SEQUENCE,,0.0,NORM_DIRECT,,zc.adoc,It is implementation defined whether interrupts can also be taken during the sequence execution.
LLM_NEW_MEDIUM_CONF,ZCMP_PUSH_BUS_FAULT_HANDLING,,0.0,NORM_DIRECT,,zc.adoc,It is platform defined whether the core implementation waits for the bus responses before continuing
LLM_NEW_MEDIUM_CONF,ZILSD_ALIGNED_ACCESS_ATOMICITY,,0.0,NORM_DIRECT,,zilsd.adoc,"Even if naturally aligned, the memory access might not be performed atomically."
