adoc_file,line_number,excerpt,parameter_name,named,class,value_type,confidence,modal_signal,validation,notes
hypervisor.adoc,1001,"When a guest-page-fault trap is taken into HS-mode, `htval` is written with either zero or the guest physical address that faulted, shifted right by 2 bits.",HTVAL_TRAPVAL_PARAM,no,NORM_DIRECT,binary,high,is written with either zero or the guest physical address,REVIEW_NO_MODAL,"needs review: multiple UDB matches (REPORT_GPA_IN_HTVAL_ON_GUEST_PAGE_FAULT, REPORT_GPA_IN_TVAL_ON_INSTRUCTION_GUEST_PAGE_FAULT, REPORT_GPA_IN_TVAL_ON_INTERMEDIATE_GUEST_PAGE_FAULT, REPORT_GPA_IN_TVAL_ON_LOAD_GUEST_PAGE_FAULT, REPORT_GPA_IN_TVAL_ON_STORE_AMO_GUEST_PAGE_FAULT)"
hypervisor.adoc,1334,"When V=0, a write to `vsatp` with an unsupported MODE value is either ignored as it is for `satp`, or the fields of `vsatp` are treated as *WARL* in the normal way.",VSATP_MODE_UNSUPPORTED_V0,no,NORM_DIRECT,binary,high,is either ignored ... or the fields ... are treated as WARL,REVIEW_NO_MODAL,newly discovered
hypervisor.adoc,2088,"When a guest-page-fault trap is taken into M-mode, `mtval2` is written with either zero or the guest physical address that faulted, shifted right by 2 bits.",MTVAL2_TRAPVAL_PARAM,no,NORM_DIRECT,binary,high,is written with either zero or the guest physical address,REVIEW_NO_MODAL,newly discovered
indirect-csr.adoc,230,"If extension Smstateen is implemented together with Smcsrind, bit 60 of state-enable register mstateen0 controls access to siselect, sireg*, vsiselect, and vsireg*.",MSTATEEN_CSRIND_TYPE,yes,NORM_CSR_RW,binary,high,If extension Smstateen is implemented,REVIEW_NO_MODAL,
indirect-csr.adoc,242,"If the hypervisor extension is implemented, the same bit is defined also in hypervisor CSR hstateen0, but controls access to only siselect and sireg*.",HSTATEEN_CSRIND_TYPE,yes,NORM_CSR_RW,binary,high,If the hypervisor extension is implemented,REVIEW_NO_MODAL,
intro.adoc,244,"There are two primary base integer variants, RV32I and RV64I, described in <<rv32>> and <<rv64>>, which provide 32-bit or 64-bit address spaces respectively.",BASE_ISA_VARIANT,no,NORM_DIRECT,enum,medium,There are two primary base integer variants,REVIEW_NO_MODAL,newly discovered
intro.adoc,246,We use the term XLEN to refer to the width of an integer register in bits (either 32 or 64).,MXLEN,yes,NORM_DIRECT,enum,high,either 32 or 64,REVIEW_NO_MODAL,
intro.adoc,555,"We use the term IALIGN (measured in bits) to refer to the instruction-address alignment constraint the implementation enforces. IALIGN is 32 bits in the base ISA, but some ISA extensions, including the compressed ISA extension, relax IALIGN to 16 bits. IALIGN may not take on any value other than 16 or 32.",IALIGN,no,NORM_DIRECT,enum,high,the implementation enforces,REVIEW_NO_MODAL,newly discovered
machine.adoc,21,a value of zero can be returned to indicate the `misa` register has not been implemented,MISA_CSR_IMPLEMENTED,yes,NORM_DIRECT,binary,high,can be returned to indicate,REVIEW_NO_MODAL,
machine.adoc,1442,"If a system has only one hart, or if a platform standard supports the delivery of machine-level interprocessor interrupts through external interrupts (MEI) instead, then `mip`.MSIP and `mie`.MSIE may both be read-only zeros.",MSIP_IMPLEMENTED,no,NORM_CSR_RW,binary,high,may both be read-only zeros,REVIEW_NO_MODAL,newly discovered
machine.adoc,1708,"If the `mcountinhibit` register is not implemented, the implementation behaves as though the register were set to zero.",MCOUNTINHIBIT_IMPLEMENTED,no,NORM_DIRECT,binary,high,If the `mcountinhibit` register is not implemented,REVIEW_NO_MODAL,newly discovered
machine.adoc,3340,"The granularity of PMP access control settings are platform-specific, but the standard PMP encoding supports regions as small as four bytes.",PMP_GRANULARITY,yes,NORM_DIRECT,value,high,are platform-specific,REVIEW_NO_MODAL,
priv-csrs.adoc,62,Implementations should raise illegal-instruction exceptions on machine-mode access to the latter set of registers.,DEBUG_CSR_ACCESS_EXCEPTION,no,NORM_DIRECT,binary,medium,should raise illegal-instruction exceptions,REVIEW_NO_MODAL,newly discovered
priv-csrs.adoc,1137,Implementations will not raise an exception on writes of unsupported values to a WARL field.,WARL_NO_EXCEPTION,no,NORM_DIRECT,binary,high,will not raise an exception,REVIEW_NO_MODAL,newly discovered
rnmi.adoc,70,"If the reason is an interrupt and RNMI causes are not supported, bit MXLEN-1 is set to 1, and zero is written to the least-significant bits.",RNMI_CAUSE_CODES_SUPPORTED,no,NORM_DIRECT,binary,medium,RNMI causes are not supported,REVIEW_NO_MODAL,newly discovered
rvwmo.adoc,108,A misaligned load or store instruction may be decomposed into a set of component memory operations of any granularity.,MISALIGNED_LDST_DECOMPOSITION_GRANULARITY,no,NORM_DIRECT,range,high,may be decomposed into a set of component memory operations of any granularity,REVIEW_NO_MODAL,newly discovered
rvwmo.adoc,109,A floating-point load or store of more than XLEN bits may also be decomposed into a set of component memory operations of any granularity.,FP_GT_XLEN_DECOMPOSITION_GRANULARITY,no,NORM_DIRECT,range,high,may also be decomposed into a set of component memory operations of any granularity,REVIEW_NO_MODAL,newly discovered
rvwmo.adoc,115,"if misaligned atomics are supported via the misaligned atomicity granule PMA, then AMOs within an atomicity granule are not decomposed, nor are loads and stores defined in the base ISAs, nor are loads and stores of no more than XLEN bits defined in the F, D, and Q extensions.",MISALIGNED_ATOMIC_SUPPORT,no,NORM_DIRECT,binary,medium,if misaligned atomics are supported,REVIEW_NO_MODAL,newly discovered
scalar-crypto.adoc,3540,Attempts to access the `seed` CSR using a read-only CSR-access instruction (`CSRRS`/`CSRRC` with _rs1_=`x0` or `CSRRSI`/`CSRRCI` with _uimm_=0) raise an illegal-instruction exception; any other CSR-access instruction may be used to access `seed`.,SEED_CSR_ACCESS_CONTROL,no,NORM_DIRECT,binary,high,raise an illegal-instruction exception,REVIEW_NO_MODAL,newly discovered
scalar-crypto.adoc,3555,"The `seed` CSR is also access controlled by execution mode, and attempted read or write access will raise an illegal-instruction exception outside M mode unless access is explicitly granted.",SEED_CSR_MODE_ACCESS,no,NORM_DIRECT,binary,high,unless access is explicitly granted,REVIEW_NO_MODAL,newly discovered
scalar-crypto.adoc,4470,"When not implemented (e.g., in virtual machines), `mnoise` can permanently read zero (`0x00000000`) and ignore writes.",MNOISE_CSR_IMPLEMENTED,no,NORM_DIRECT,binary,high,When not implemented,REVIEW_NO_MODAL,newly discovered
scalar-crypto.adoc,4472,"When available, but `NOISE_TEST = 0`, `mnoise` can return a nonzero constant (e.g. `0x00000001`) but no noise samples.",MNOISE_CSR_NONZERO_VALUE,no,NORM_DIRECT,value,high,can return a nonzero constant,REVIEW_NO_MODAL,newly discovered
smcdeleg.adoc,33,"When the Smcdeleg/Ssccfg extensions are enabled (`menvcfg`.CDE=1), it further allows M-mode to delegate select counters to S-mode.",SMCDELEG_SSCCFG_SUPPORT,no,NORM_DIRECT,binary,high,When the Smcdeleg/Ssccfg extensions are enabled,REVIEW_NO_MODAL,newly discovered
smcntrpmf.adoc,35,"For each bit in 61:58, if the associated privilege mode is not implemented, the bit is read-only zero.",MCYCLECFG_PRIVILEGE_MODE_BITS_RW,no,NORM_CSR_RW,bitmask,high,"if the associated privilege mode is not implemented, the bit is read-only zero",REVIEW_NO_MODAL,newly discovered
smcntrpmf.adoc,39,The content of these registers may be accessible from Supervisor level if the Smcdeleg/Ssccfg extensions are implemented.,MCYCLECFG_SUPERVISOR_ACCESS,no,NORM_DIRECT,binary,high,may be accessible from Supervisor level,REVIEW_NO_MODAL,newly discovered
smdbltrp.adoc,13,The extension introduces a mechanism to enter Debug Mode instead of asserting a critical-error signal to the platform when the hart is in a critical error state.,SMDBLTRP_DEBUG_MODE_ON_CRITICAL_ERROR,no,NORM_DIRECT,binary,medium,introduces a mechanism to enter Debug Mode instead of asserting,REVIEW_NO_MODAL,newly discovered
smepmp.adoc,69,"Since all fields defined in ``mseccfg`` as part of this extension are locked when set (``MMWP``/``MML``) or locked when cleared (``RLB``), software can't poll them for determining the presence of Smepmp.",SMEPMP_EXTENSION_IMPLEMENTED,no,NORM_DIRECT,binary,medium,software can't poll them for determining the presence,REVIEW_NO_MODAL,newly discovered
smstateen.adoc,136,Bits in any `stateen` CSR that are defined to control state that a hart doesn't implement are read-only zeros for that hart.,HSTATEEN_AIA_TYPE,yes,NORM_CSR_RW,binary,high,that a hart doesn't implement are read-only zeros,REVIEW_NO_MODAL,
smstateen.adoc,136,Bits in any `stateen` CSR that are defined to control state that a hart doesn't implement are read-only zeros for that hart.,HSTATEEN_CONTEXT_TYPE,yes,NORM_CSR_RW,binary,high,that a hart doesn't implement are read-only zeros,REVIEW_NO_MODAL,
smstateen.adoc,136,Bits in any `stateen` CSR that are defined to control state that a hart doesn't implement are read-only zeros for that hart.,HSTATEEN_ENVCFG_TYPE,yes,NORM_CSR_RW,binary,high,that a hart doesn't implement are read-only zeros,REVIEW_NO_MODAL,
smstateen.adoc,136,Bits in any `stateen` CSR that are defined to control state that a hart doesn't implement are read-only zeros for that hart.,HSTATEEN_IMSIC_TYPE,yes,NORM_CSR_RW,binary,high,that a hart doesn't implement are read-only zeros,REVIEW_NO_MODAL,
smstateen.adoc,136,Bits in any `stateen` CSR that are defined to control state that a hart doesn't implement are read-only zeros for that hart.,MSTATEEN_CONTEXT_TYPE,yes,NORM_CSR_RW,binary,high,that a hart doesn't implement are read-only zeros,REVIEW_NO_MODAL,
smstateen.adoc,136,Bits in any `stateen` CSR that are defined to control state that a hart doesn't implement are read-only zeros for that hart.,MSTATEEN_ENVCFG_TYPE,yes,NORM_CSR_RW,binary,high,that a hart doesn't implement are read-only zeros,REVIEW_NO_MODAL,
smstateen.adoc,136,Bits in any `stateen` CSR that are defined to control state that a hart doesn't implement are read-only zeros for that hart.,MSTATEEN_IMSIC_TYPE,yes,NORM_CSR_RW,binary,high,that a hart doesn't implement are read-only zeros,REVIEW_NO_MODAL,
smstateen.adoc,136,Bits in any `stateen` CSR that are defined to control state that a hart doesn't implement are read-only zeros for that hart.,MSTATEEN_JVT_TYPE,yes,NORM_CSR_RW,binary,high,that a hart doesn't implement are read-only zeros,REVIEW_NO_MODAL,
smstateen.adoc,136,Bits in any `stateen` CSR that are defined to control state that a hart doesn't implement are read-only zeros for that hart.,SSTATEEN_JVT_TYPE,yes,NORM_CSR_RW,binary,high,that a hart doesn't implement are read-only zeros,REVIEW_NO_MODAL,
sscofpmf.adoc,48,"For each ``x``INH bit, if the associated privilege mode is not implemented, the bit is read-only zero.",MHPMEVENT_INH_BITS_RW,no,NORM_CSR_RW,bitmask,high,"if the associated privilege mode is not implemented, the bit is read-only zero",REVIEW_NO_MODAL,newly discovered
sstc.adoc,21,This extension adds the S-level `stimecmp` CSR (<<stimecmp>>) and the VS-level `vstimecmp` CSR (<<vstimecmp>>).,SSTC_EXTENSION_IMPLEMENTED,no,NORM_DIRECT,binary,high,This extension adds,REVIEW_NO_MODAL,newly discovered
sstc.adoc,22,This extension adds the `STCE` bit to the `menvcfg` (<<sec:menvcfg>>) and `henvcfg` (<<sec:henvcfg>>) CSRs.,STCE_BIT_IMPLEMENTED,no,NORM_DIRECT,binary,high,This extension adds,REVIEW_NO_MODAL,newly discovered
unpriv-cfi.adoc,71,The `LPAD` instruction (See <<LP_INST>>) is encoded using the `AUIPC` major opcode with _rd_=`x0`.,ZICFILP_LPAD_ENCODING,no,NORM_DIRECT,value,medium,is encoded using,REVIEW_NO_MODAL,newly discovered
unpriv-cfi.adoc,189,"To support labeled landing pads, the indirect call/jump sites establish an expected landing pad label (e.g., using the `LUI` instruction) in the bits 31:12 of the `x7` register.",ZICFILP_LABEL_REGISTER,no,NORM_DIRECT,value,medium,establish an expected landing pad label,REVIEW_NO_MODAL,newly discovered
unpriv-cfi.adoc,191,The `LPAD` instruction is encoded with a 20-bit immediate value called the landing-pad-label (`LPL`) that is matched to the expected landing pad label.,ZICFILP_LPL_WIDTH,no,NORM_DIRECT,value,high,is encoded with a 20-bit immediate value,REVIEW_NO_MODAL,newly discovered
unpriv-cfi.adoc,226,"When Zicfilp is enabled, `LPAD` is the only instruction allowed to execute when the `ELP` state is `LP_EXPECTED`.",ZICFILP_ELP_ENFORCEMENT,no,NORM_DIRECT,binary,high,is the only instruction allowed to execute,REVIEW_NO_MODAL,newly discovered
unpriv-cfi.adoc,228,"If Zicfilp is enabled, the `LPAD` instruction causes a software-check exception with `__x__tval` set to ""landing pad fault (code=2)""",ZICFILP_EXCEPTION_CODE,no,NORM_DIRECT,value,high,causes a software-check exception with tval set to,REVIEW_NO_MODAL,newly discovered
unpriv-cfi.adoc,295,"When Zicfiss is enabled, each function that needs to spill the link register, typically non-leaf functions, store the link register value to the regular stack and a shadow copy of the link register value to the shadow stack when the function is entered (the prologue).",ZICFISS_PROLOGUE_BEHAVIOR,no,NORM_DIRECT,binary,medium,store the link register value to the regular stack and a shadow copy,REVIEW_NO_MODAL,newly discovered
unpriv-cfi.adoc,301,"The Zicfiss instructions, except `SSAMOSWAP.W/D`, are encoded using a subset of May-Be-Operation instructions defined by the Zimop and Zcmop extensions.",ZICFISS_ENCODING_SCHEME,no,NORM_DIRECT,enum,high,are encoded using a subset of May-Be-Operation instructions,REVIEW_NO_MODAL,newly discovered
unpriv-cfi.adoc,345,The `ssp` CSR is an unprivileged read-write (URW) CSR that reads and writes `XLEN` low order bits of the shadow stack pointer (`ssp`).,SSP_CSR_ACCESS,no,NORM_DIRECT,enum,high,is an unprivileged read-write (URW) CSR,REVIEW_NO_MODAL,newly discovered
unpriv-cfi.adoc,348,"The bits 1:0 of `ssp` are read-only zero. If the UXLEN or SXLEN may never be 32, then the bit 2 is also read-only zero.",SSP_ALIGNMENT_BITS,no,NORM_DIRECT,bitmask,high,are read-only zero,REVIEW_NO_MODAL,newly discovered
v-st-ext.adoc,109,"Analogous to the way in which the floating-point unit is handled, the `mstatus.VS` field may exist even if `misa.V` is clear.",VSSTATUS_VS_EXISTS,yes,NORM_DIRECT,binary,high,may exist even if,REVIEW_NO_MODAL,
v-st-ext.adoc,2088,Load instructions may overwrite active destination vector register group elements past the element index at which the trap is reported.,VECTOR_LOAD_PAST_TRAP,yes,NORM_DIRECT,binary,high,may overwrite,REVIEW_NO_MODAL,
v-st-ext.adoc,2089,"Similarly, fault-only-first load instructions may update active destination elements past the element that causes trimming of the vector length (but not past the original vector length). The values of these spurious updates do not have to correspond to the values in memory at the addressed memory locations.",VECTOR_FF_UPDATE_PAST_TRIM,yes,NORM_DIRECT,binary,high,may update,REVIEW_NO_MODAL,
v-st-ext.adoc,2424,These instructions may overwrite destination vector register group elements past the point at which a trap is reported or past the point at which vector length is trimmed.,VECTOR_FF_SEG_OVERLOAD,no,NORM_DIRECT,binary,high,may overwrite,REVIEW_NO_MODAL,newly discovered
v-st-ext.adoc,2650,"If an element accessed by a vector memory instruction is not naturally aligned to the size of the element, either the element is transferred successfully or an address-misaligned exception is raised on that element.",VECTOR_LS_MISSALIGNED_EXCEPTION,no,NORM_DIRECT,binary,high,either the element is transferred successfully or an address-misaligned exception is raised,REVIEW_NO_MODAL,newly discovered
v-st-ext.adoc,3506,"For the non-exceptional cases, the low bit of the exponent and the six high bits of significand (after the leading one) are concatenated and used to address the following table.",VFRSQRT7_FINAL_NODE_ELEMENT_BEHAVIOR,no,NORM_DIRECT,enum,medium,are concatenated and used to address the following table,REVIEW_NO_MODAL,newly discovered
v-st-ext.adoc,3618,"For the non-exceptional cases, the seven high bits of significand (after the leading one) are used to address the following table.",VFREC7_FINAL_NODE_ELEMENT_BEHAVIOR,no,NORM_DIRECT,enum,medium,are used to address the following table,REVIEW_NO_MODAL,newly discovered
v-st-ext.adoc,4100,The additive identity is +0.0 when rounding down (towards -{inf}) or -0.0 for all other rounding modes.,VFREDUSUM_ADDITIVE_IMPL,no,NORM_DIRECT,enum,high,An implementation is allowed to add an additional additive identity,REVIEW_NO_MODAL,newly discovered
vector-crypto.adoc,372,"The Zvknhb and Zvbc Vector Crypto Extensions --and accordingly the composite extensions Zvkn, Zvknc, Zvkng, and Zvksc-- depend on Zve64x.",ZVE64X_DEPENDENCY,no,NORM_DIRECT,binary,high,depend on Zve64x,REVIEW_NO_MODAL,newly discovered
vector-crypto.adoc,384,It is important to note that the Vector Crypto instructions are independent of the implementation of the `Zkt` extension and do not require that `Zkt` is implemented.,ZKT_INDEPENDENCE,no,NORM_DIRECT,binary,high,do not require that `Zkt` is implemented,REVIEW_NO_MODAL,newly discovered
zalasr.adoc,20,"If the address is not naturally aligned, an address-misaligned exception or an access-fault exception will be generated.",ZALASR_MISALIGNED_EXCEPTION_TYPE,no,NORM_DIRECT,enum,medium,an address-misaligned exception or an access-fault exception will be generated,REVIEW_NO_MODAL,newly discovered
zawrs.adoc,24,Then a subsequent `WRS.NTO` instruction would cause the hart to temporarily stall execution in a low-power state until a store occurs to the reservation set or an interrupt is observed.,ZAWRS_WRS_NTO_STALL_BEHAVIOR,no,NORM_DIRECT,enum,medium,would cause the hart to temporarily stall execution,REVIEW_NO_MODAL,newly discovered
zawrs.adoc,67,"While stalled, an implementation is permitted to occasionally terminate the stall and complete execution for any reason.",ZAWRS_EARLY_STALL_TERMINATION,no,NORM_DIRECT,binary,high,an implementation is permitted to occasionally terminate,REVIEW_NO_MODAL,newly discovered
zc.adoc,2463,"jvt.mode is a WARL field, so can only be programmed to modes which are implemented.",JVT_BASE_TYPE,yes,NORM_CSR_WARL,set,high,can only be programmed to modes which are implemented,REVIEW_NO_MODAL,
zpm.adoc,82,"The current standard only supports PMLEN=XLEN-48 (i.e., PMLEN=16 in RV64) and PMLEN=XLEN-57 (i.e., PMLEN=7 in RV64).",PMLEN_SUPPORTED_VALUES,no,NORM_DIRECT,set,high,only supports PMLEN=XLEN-48 ... and PMLEN=XLEN-57,REVIEW_NO_MODAL,newly discovered
zpm.adoc,165,"In RV32, trying to enable pointer masking will result in an illegal WARL write and not update the pointer masking configuration bits",PM_RV32_WARL_BEHAVIOR,no,NORM_CSR_WARL,binary,high,will result in an illegal WARL write,REVIEW_NO_MODAL,newly discovered
zpm.adoc,179,Trying to enable pointer masking in an unsupported scenario represents an illegal write to the corresponding pointer masking enable bit and follows WARL semantics.,PM_ENABLE_WARL_BEHAVIOR,no,NORM_CSR_WARL,set,high,unsupported scenario represents an illegal write ... follows WARL semantics,REVIEW_NO_MODAL,newly discovered
indirect-csr.adoc,62,miselect is a WARL register.,MISELECT_WARL_VALUES,no,NORM_CSR_WARL,set,high,is a WARL register,FRAGMENT,newly discovered
indirect-csr.adoc,120,The siselect register will support the value range 0..0xFFF at a minimum.,SISELECT_MIN_RANGE,no,NORM_CSR_WARL,range,high,will support the value range 0..0xFFF at a minimum,FRAGMENT,newly discovered
indirect-csr.adoc,175,The vsiselect register will support the value range 0..0xFFF at a minimum.,VSISELECT_MIN_RANGE,no,NORM_CSR_WARL,range,high,will support the value range 0..0xFFF at a minimum,FRAGMENT,newly discovered
machine.adoc,2205,"If Svpbmt is not implemented, PBMTE is read-only zero.",MENVCFG_PBMTE_IMPLEMENTED,no,NORM_CSR_RW,binary,medium,PBMTE is read-only zero,FRAGMENT,newly discovered
machine.adoc,2224,"If Svadu is not implemented, ADUE is read-only zero.",MENVCFG_ADUE_IMPLEMENTED,no,NORM_CSR_RW,binary,medium,ADUE is read-only zero,FRAGMENT,newly discovered
machine.adoc,2235,"If Smcdeleg is not implemented, CDE is read-only zero.",MENVCFG_CDE_IMPLEMENTED,no,NORM_CSR_RW,binary,medium,CDE is read-only zero,FRAGMENT,newly discovered
machine.adoc,2239,"When the Sstc extension is not implemented, `STCE` is read-only zero.",MENVCFG_STCE_IMPLEMENTED,no,NORM_CSR_RW,binary,medium,STCE` is read-only zero,FRAGMENT,newly discovered
machine.adoc,2250,"When the Zicboz extension is not implemented, `CBZE` is read-only zero.",MENVCFG_CBZE_IMPLEMENTED,no,NORM_CSR_RW,binary,medium,CBZE` is read-only zero,FRAGMENT,newly discovered
machine.adoc,2257,"When the Zicbom extension is not implemented, `CBCFE` is read-only zero.",MENVCFG_CBCFE_IMPLEMENTED,no,NORM_CSR_RW,binary,medium,CBCFE` is read-only zero,FRAGMENT,newly discovered
machine.adoc,2263,"When the Zicbom extension is not implemented, `CBIE` is read-only zero.",MENVCFG_CBIE_IMPLEMENTED,no,NORM_CSR_RW,binary,medium,CBIE` is read-only zero,FRAGMENT,newly discovered
machine.adoc,2278,"If Smnpm is not implemented, `PMM` is read-only zero.",MENVCFG_PMM_IMPLEMENTED,no,NORM_CSR_RW,binary,medium,PMM` is read-only zero,FRAGMENT,newly discovered
machine.adoc,2334,"If Zkr or U-mode is not implemented, `USEED` is read-only zero.",MSECCFG_USEED_IMPLEMENTED,no,NORM_CSR_RW,binary,medium,USEED` is read-only zero,FRAGMENT,newly discovered
machine.adoc,2340,"If Zkr or S-mode is not implemented, `SSEED` is read-only zero.",MSECCFG_SSEED_IMPLEMENTED,no,NORM_CSR_RW,binary,medium,SSEED` is read-only zero,FRAGMENT,newly discovered
machine.adoc,2456,"If Smmpm is not implemented, `PMM` is read-only zero.",MSECCFG_PMM_IMPLEMENTED,no,NORM_CSR_RW,binary,medium,PMM` is read-only zero,FRAGMENT,newly discovered
supervisor.adoc,186,SUM is read-only 0 if `satp`.MODE is read-only 0.,SSTATUS_SUM_ACCESS,no,NORM_CSR_RW,binary,medium,SUM is read-only 0 if `satp`.MODE is read-only 0,FRAGMENT,newly discovered
unpriv-cfi.adoc,231,The `pc` is not 4-byte aligned and `ELP` is `LP_EXPECTED`.,ZICFILP_ALIGNMENT_REQUIREMENT,no,NORM_DIRECT,value,high,is not 4-byte aligned,FRAGMENT,newly discovered
unpriv-cfi.adoc,327,`SSPUSH x1` and `SSPUSH x5` - encoded using `MOP.RR.7`,SSPUSH_ENCODING,no,NORM_DIRECT,value,high,encoded using MOP.RR.7,FRAGMENT,newly discovered
unpriv-cfi.adoc,336,Perform an atomic swap from a shadow stack location (See <<SSAMOSWAP>>),SSAMOSWAP_OPERATION,no,NORM_DIRECT,binary,medium,Perform an atomic swap,FRAGMENT,newly discovered
unpriv-cfi.adoc,346,The CSR address is 0x011.,SSP_CSR_ADDRESS,no,NORM_DIRECT,value,high,The CSR address is,FRAGMENT,newly discovered
vector-crypto.adoc,374,All of the other Vector Crypto Extensions depend on `Zve32x`.,ZVE32X_DEPENDENCY,no,NORM_DIRECT,binary,high,depend on `Zve32x`,FRAGMENT,newly discovered
vector-crypto.adoc,421,These instructions are only defined for `SEW`=64.,ZVBC_SEW_CONSTRAINT,no,NORM_CSR_WARL,enum,high,only defined for `SEW`=64,FRAGMENT,newly discovered
vector-crypto.adoc,548,Zvknhb supports SHA-256 and SHA-512.,ZVKNHB_ALGORITHM_SUPPORT,no,NORM_DIRECT,set,medium,supports SHA-256 and SHA-512,FRAGMENT,newly discovered
vector-crypto.adoc,549,Zvknha supports only SHA-256.,ZVKNHA_ALGORITHM_SUPPORT,no,NORM_DIRECT,enum,medium,supports only SHA-256,FRAGMENT,newly discovered
vector-crypto.adoc,3347,`zvknha`: `SEW` is any value other than 32,VSHA2MS_ZVKNHA_SEW_SUPPORT,no,NORM_DIRECT,binary,high,SEW is any value other than 32,FRAGMENT,newly discovered
vector-crypto.adoc,3348,`zvknhb`: `SEW` is any value other than 32 or 64,VSHA2MS_ZVKNHB_SEW_SUPPORT,no,NORM_DIRECT,enum,high,SEW is any value other than 32 or 64,FRAGMENT,newly discovered
vector-crypto.adoc,3434,`SEW` is any value other than 32,VSM3C_SEW_SUPPORT,no,NORM_DIRECT,binary,high,SEW is any value other than 32,FRAGMENT,newly discovered; over-decomposition: 4 new params share one excerpt — review
vector-crypto.adoc,3549,`SEW` is any value other than 32,VSM3ME_SEW_SUPPORT,no,NORM_DIRECT,binary,high,SEW is any value other than 32,FRAGMENT,newly discovered; over-decomposition: 4 new params share one excerpt — review
vector-crypto.adoc,3658,`SEW` is any value other than 32,VSM4K_SEW_SUPPORT,no,NORM_DIRECT,binary,high,SEW is any value other than 32,FRAGMENT,newly discovered; over-decomposition: 4 new params share one excerpt — review
vector-crypto.adoc,3798,`SEW` is any value other than 32,VSM4R_SEW_SUPPORT,no,NORM_DIRECT,binary,high,SEW is any value other than 32,FRAGMENT,newly discovered; over-decomposition: 4 new params share one excerpt — review
zfa.adoc,178,Other _rm_ values are _reserved_.,FCVTMOD_RM_RESERVED_BEHAVIOR,no,NORM_DIRECT,enum,medium,Other _rm_ values are _reserved_,FRAGMENT,newly discovered
zilsd.adoc,37,"Even if naturally aligned, the memory access might not be performed atomically.",ZILSD_ATOMIC_8BYTE_ACCESS,no,NORM_DIRECT,binary,medium,might not be performed atomically,FRAGMENT,newly discovered
zpm.adoc,178,the supported values of PMLEN may depend on the effective privilege mode.,PMLEN_MODE_DEPENDENT,no,NORM_DIRECT,binary,high,may depend on the effective privilege mode,FRAGMENT,newly discovered
