adoc_file,line_number,excerpt,parameter_name,named,class,value_type,confidence,modal_signal,validation,tagged,refers_to_warl,in_intro_section,sw_keywords,notes
supervisor.adoc,843,"The number of ASID bits is UNSPECIFIED and may be zero. The number of implemented ASID bits, termed _ASIDLEN_, may be determined by writing one to every bit position in the ASID field, then reading back the value in `satp` to see which bit positions in the ASID field hold a one.",ASID_WIDTH,yes,NORM_CSR_WARL,range,high,The number of ASID bits is UNSPECIFIED and may be zero,KEEP,no,no,no,,
supervisor.adoc,2468,Implementations may override additional PMAs not explicitly listed in <<pbmt>>.,SVPBMT_ADDITIONAL_PMA_OVERRIDE,no,NORM_DIRECT,binary,medium,Implementations may override additional PMAs,KEEP,yes,no,no,,newly discovered
v-st-ext.adoc,91,"Implementations may also change `mstatus.VS` from Initial or Clean to Dirty at any time, even when there is no change in vector state.",HW_MSTATUS_VS_DIRTY_UPDATE,yes,SW_RULE,binary,high,Implementations may also change `mstatus.VS` from Initial or Clean to Dirty at any time,KEEP,no,no,no,,
v-st-ext.adoc,97,Implementations may have a writable `misa.V` field.,MUTABLE_MISA_V,yes,NORM_CSR_RW,binary,high,Implementations may have a writable `misa.V` field,KEEP,yes,no,no,,
v-st-ext.adoc,261,implementations can set `vill` if they do not support these configurations.,VILL_SET_ON_RESERVED_VTYPE,yes,NORM_DIRECT,binary,high,implementations can set `vill` if they do not support these configurations,KEEP,no,no,no,,
v-st-ext.adoc,381,Implementations are permitted to raise illegal-instruction exceptions when attempting to execute a vector instruction with a value of `vstart` that the implementation can never produce when executing that same instruction with the same `vtype` setting.,LEGAL_VSTART,yes,NORM_DIRECT,set,high,Implementations are permitted to raise illegal-instruction exceptions,KEEP,no,no,no,,
v-st-ext.adoc,519,Implementations may set `vill` in either case.,RESERVED_VSET_X0X0_VILL_SET,yes,NORM_DIRECT,binary,high,Implementations may set `vill` in either case,KEEP,yes,no,no,,
v-st-ext.adoc,1075,"If a trap occurs during access to a segment, it is implementation-defined whether a subset of the faulting segment's accesses are performed before the trap is taken.",VECTOR_LS_SEG_PARTIAL_ACCESS,yes,NORM_DIRECT,binary,high,it is implementation-defined whether a subset of the faulting segment's accesses are performed before the trap is taken,KEEP,yes,no,no,,
v-st-ext.adoc,1107,"In both cases, it is implementation-defined whether a subset of the segment is loaded.",VECTOR_FF_SEG_EXCEPTION_PARTIAL_LOAD,yes,NORM_DIRECT,binary,high,it is implementation-defined whether a subset of the segment is loaded,KEEP,no,no,no,,
v-st-ext.adoc,1196,Implementations are allowed to raise a misaligned address exception on whole register loads and stores if the base address is not naturally aligned to the larger of the size of the encoded EEW in bytes (EEW/8) or the implementation's smallest supported SEW size in bytes (SEW~MIN~/8).,VECTOR_LS_WHOLEREG_MISALIGNED_LEGAL,yes,NORM_DIRECT,binary,high,Implementations are allowed to raise a misaligned address exception,KEEP,no,no,no,,
v-st-ext.adoc,3817,"An implementation
is allowed to add an additional additive identity to the final result.",VFREDUSUM_FINAL_NODE_ELEMENT_BEHAVIOR,yes,NORM_DIRECT,binary,high,is allowed to add an additional additive identity,KEEP,no,no,no,,
zalasr.adoc,31,"The misaligned atomicity granule PMA, defined in Volume II of this manual, optionally relaxes this alignment requirement.",ZALASR_MISALIGNED_ATOMICITY_GRANULE_PMA,no,NORM_DIRECT,binary,medium,optionally relaxes,KEEP,yes,no,no,,newly discovered
zawrs.adoc,31,`WRS.STO` (WRS-with-short-timeout) is provided that works like `WRS.NTO` but bounds the stall duration to an implementation-define short timeout such that the stall is terminated on the timeout if no other conditions have occurred to terminate the stall.,WRS_STO_TIMEOUT_DURATION,no,NORM_DIRECT,range,high,implementation-define short timeout,KEEP,yes,no,no,,newly discovered
zawrs.adoc,75,"When the `TW` (Timeout Wait) bit in `mstatus` is set and `WRS.NTO` is executed in any privilege mode other than M mode, and it does not complete within an implementation-specific bounded time limit, the `WRS.NTO` instruction will cause an illegal-instruction exception.",WRS_NTO_TW_TIMEOUT_LIMIT,no,NORM_DIRECT,range,high,implementation-specific bounded time limit,KEEP,yes,no,no,will,newly discovered
zawrs.adoc,80,"When executing in VS or VU mode, if the `VTW` bit is set in `hstatus`, the `TW` bit in `mstatus` is clear, and the `WRS.NTO` does not complete within an implementation-specific bounded time limit, the `WRS.NTO` instruction will cause a virtual-instruction exception.",WRS_NTO_VTW_TIMEOUT_LIMIT,no,NORM_DIRECT,range,high,implementation-specific bounded time limit,KEEP,yes,no,no,will,newly discovered
zc.adoc,2468,"If _jvt_ is writable, the set of values the register may hold can vary by implementation. The value in the BASE field must always be aligned on a 64-byte boundary.",JVT_BASE_MASK,yes,NORM_CSR_WARL,bitmask,high,the set of values the register may hold can vary by implementation,KEEP,yes,no,no,,
zc.adoc,2468,"If <<Zcmt>> is implemented then _jvt_ must also be implemented, but can contain a read-only value. If _jvt_ is writable, the set of values the register may hold can vary by implementation.",JVT_READ_ONLY,yes,NORM_CSR_RW,binary,high,can contain a read-only value,KEEP,yes,no,no,,
zpm.adoc,163,Profiles and implementations may choose to support an arbitrary subset of these extensions and must define valid ranges for their corresponding values of PMLEN.,PM_EXTENSIONS_SUPPORTED,no,NORM_DIRECT,set,high,implementations may choose to support an arbitrary subset of these extensions,KEEP,no,no,no,,newly discovered
a-st-ext.adoc,150,"An SC may succeed only if no store from another hart to the reservation set can be observed to have occurred between the LR and the SC, and if there is no other SC between the LR and itself in program order.",LRSC_FAIL_ON_NON_EXACT_LRSC,yes,NORM_DIRECT,binary,medium,An SC may succeed only if,REVIEW_NO_MODAL,yes,no,no,,
a-st-ext.adoc,152,An SC may succeed only if no write from a device other than a hart to the bytes accessed by the LR instruction can be observed to have occurred between the LR and SC.,LRSC_FAIL_ON_VA_SYNONYM,yes,NORM_DIRECT,binary,medium,An SC may succeed only if,REVIEW_NO_MODAL,yes,no,no,,aligned via fuzzy_name to UDB LRSC_FAIL_ON_VA_SYNONYM
a-st-ext.adoc,395,"If present, the misaligned atomicity granule PMA specifies the size of a misaligned atomicity granule, a power-of-two number of bytes.",MISALIGNED_MAX_ATOMICITY_GRANULE_SIZE,yes,NORM_DIRECT,value,high,specifies the size of a misaligned atomicity granule,REVIEW_NO_MODAL,no,no,no,,
cmo.adoc,700,"Each `x{csrname}` register is WARL; however, software should determine the legal values from the execution environment discovery mechanism.",XENVCFG_CMO_LEGAL_VALUES,no,NORM_CSR_WARL,set,medium,WARL,REVIEW_NO_MODAL,no,yes,no,software,"newly discovered; likely duplicate: WARL field, usually covered by CSR field model; untagged + SW keywords (software) — likely clarification/SW requirement"
counters.adoc,210,"The implemented number and width of these additional counters, and the set of events they count, are platform-specific.",HPM_COUNTER_EN,yes,NORM_DIRECT,bitmask,high,are platform-specific,REVIEW_NO_MODAL,yes,no,no,,
hypervisor.adoc,572,"When a guest-page-fault trap is taken into HS-mode, `htval` is written with either zero or the guest physical address that faulted, shifted right by 2 bits.",REPORT_GPA_IN_HTVAL_ON_GUEST_PAGE_FAULT,yes,NORM_DIRECT,binary,high,written with either zero or the guest physical address,REVIEW_NO_MODAL,no,no,no,,
hypervisor.adoc,690,An implementation that supports only the defined paged virtual-memory schemes and/or Bare may make PPN[1:0] read-only zero.,HGATP_PPN_LOWER_BITS_RO,no,NORM_CSR_RW,binary,high,may make PPN[1:0] read-only zero,REVIEW_NO_MODAL,no,no,no,,newly discovered
hypervisor.adoc,876,"When V=0, a write to `vsatp` with an unsupported MODE value is either ignored as it is for `satp`, or the fields of `vsatp` are treated as *WARL* in the normal way.",IGNORE_INVALID_VSATP_MODE_WRITES_WHEN_V_EQ_ZERO,yes,NORM_CSR_WARL,binary,high,"is either ignored as it is for `satp`, or the fields of `vsatp` are treated as *WARL* in the normal way",REVIEW_NO_MODAL,yes,yes,no,,"likely duplicate: WARL field, usually covered by CSR field model"
hypervisor.adoc,1010,"When a guest-page-fault trap is taken into M-mode, `mtval2` is written with either zero or the guest physical address that faulted, shifted right by 2 bits.",REPORT_GPA_IN_TVAL_ON_INSTRUCTION_GUEST_PAGE_FAULT,yes,NORM_DIRECT,binary,high,written with either zero or the guest physical address,REVIEW_NO_MODAL,no,no,no,,
machine.adoc,21,"a value of zero can be returned to indicate the `misa` register has not been implemented, requiring that CPU capabilities be determined through a separate non-standard mechanism.",MISA_CSR_IMPLEMENTED,yes,NORM_DIRECT,binary,high,a value of zero can be returned to indicate the `misa` register has not been implemented,REVIEW_NO_MODAL,yes,no,no,,
machine.adoc,196,a value of 0 can be returned to indicate the field is not implemented or that this is a non-commercial implementation.,VENDOR_ID_BANK,yes,NORM_DIRECT,value,high,a value of 0 can be returned to indicate the field is not implemented,REVIEW_NO_MODAL,yes,no,no,,
machine.adoc,797,"dirtiness might not be tracked at all, in which case the valid FS states are Off and Dirty, and an attempt to set FS to Initial or Clean causes it to be set to Dirty.",MSTATUS_FS_NO_DIRTY_TRACK,no,NORM_CSR_WARL,set,medium,dirtiness might not be tracked at all,REVIEW_NO_MODAL,yes,no,no,,newly discovered
machine.adoc,880,the MODE setting may impose additional alignment constraints on the value in the BASE field.,MTVEC_BASE_ALIGNMENT_VECTORED,yes,NORM_CSR_WARL,range,high,may impose additional alignment constraints,REVIEW_NO_MODAL,yes,no,no,,
machine.adoc,1047,"If a system has only one hart, or if a platform standard supports the delivery of machine-level interprocessor interrupts through external interrupts (MEI) instead, then `mip`.MSIP and `mie`.MSIE may both be read-only zeros.",MIP_MSIP_MIE_MSIE_READONLY,no,NORM_CSR_RW,binary,high,may both be read-only zeros,REVIEW_NO_MODAL,yes,no,no,,newly discovered
machine.adoc,1107,"The `mcycle` CSR may be shared between harts on the same core, in which case writes to `mcycle` will be visible to those harts.",MCYCLE_SHARED,no,NORM_DIRECT,binary,high,may be shared between harts on the same core,REVIEW_NO_MODAL,yes,no,no,will,newly discovered
machine.adoc,1192,"If the `mcountinhibit` register is not implemented, the implementation behaves as though the register were set to zero.",COUNTINHIBIT_EN,yes,NORM_CSR_RW,bitmask,high,If the `mcountinhibit` register is not implemented,REVIEW_NO_MODAL,yes,no,no,,
machine.adoc,1330,Load/store/AMO address-misaligned exceptions may have either higher or lower priority than load/store/AMO page-fault and access-fault exceptions.,MISALIGNED_LDST_EXCEPTION_PRIORITY,yes,NORM_DIRECT,binary,high,may have either higher or lower priority,REVIEW_NO_MODAL,yes,no,no,,
machine.adoc,1560,"Implementations are permitted to resume execution for any reason, even if an enabled interrupt has not become pending. Hence, a legal implementation is to simply implement the WFI instruction as a NOP.",WFI_NOP_BEHAVIOR,no,NORM_DIRECT,binary,high,Implementations are permitted to resume execution for any reason,REVIEW_NO_MODAL,yes,no,no,,newly discovered
machine.adoc,1672,"Where the attributes are run-time configurable, platform-specific memory-mapped control registers can be provided to specify these attributes at a granularity appropriate to each region on the platform.",PMA_GRANULARITY,yes,NORM_DIRECT,range,medium,can be provided to specify these attributes at a granularity appropriate to each region,REVIEW_NO_MODAL,yes,no,no,,
machine.adoc,1803,"The granularity of PMP access control settings are platform-specific, but the standard PMP encoding supports regions as small as four bytes.",PMP_GRANULARITY,yes,NORM_DIRECT,range,high,are platform-specific,REVIEW_NO_MODAL,yes,no,no,,
rnmi.adoc,80,"If the reason is an interrupt and RNMI causes are not supported, bit MXLEN-1 is set to 1, and zero is written to the least-significant bits.",RNMI_CAUSE_CODES_SUPPORTED,no,NORM_DIRECT,binary,medium,RNMI causes are not supported,REVIEW_NO_MODAL,yes,no,no,,newly discovered
rnmi.adoc,97,"If the Zicfilp extension is implemented, `mnstatus` also holds the MNPELP field, which on entry to the RNMI trap handler holds the previous `ELP` state.",MNSTATUS_MNPELP_IMPLEMENTED,no,NORM_DIRECT,binary,medium,If the Zicfilp extension is implemented,REVIEW_NO_MODAL,yes,no,no,,newly discovered
rv32.adoc,756,"Loads and stores whose effective address is not naturally aligned to the referenced datatype (i.e., the effective address is not divisible by the size of the access in bytes) have behavior dependent on the EEI.",MISALIGNED_LDST,yes,NORM_DIRECT,enum,medium,have behavior dependent on the EEI,REVIEW_NO_MODAL,yes,no,no,,
smcntrpmf.adoc,43,"For each bit in 61:58, if the associated privilege mode is not implemented, the bit is read-only zero.",MCYCLECFG_UNIMPLEMENTED_MODE_BITS,no,NORM_CSR_RW,bitmask,high,the bit is read-only zero,REVIEW_NO_MODAL,yes,no,no,,newly discovered
smcntrpmf.adoc,58,"Mode transition operations (traps and trap returns) may take multiple clock cycles, and the change of privilege mode may be reported as occurring in any one of those cycles (possibly different for each occurrence of a trap or trap return).",CYCLE_MODE_TRANSITION_REPORTING_CYCLE,no,NORM_DIRECT,enum,high,may be reported as occurring in any one of those cycles,REVIEW_NO_MODAL,yes,no,no,,newly discovered
smstateen.adoc,146,Bits in any `stateen` CSR that are defined to control state that a hart doesn't implement are read-only zeros for that hart.,MSTATEEN_AIA_TYPE,yes,NORM_CSR_RW,binary,medium,are read-only zeros for that hart,REVIEW_NO_MODAL,yes,no,no,,
sscofpmf.adoc,53,"For each ``x``INH bit, if the associated privilege mode is not implemented, the bit is read-only zero.",MHPMEVENT_INH_BITS_IMPLEMENTED,no,NORM_CSR_RW,bitmask,high,the bit is read-only zero,REVIEW_NO_MODAL,no,no,no,,newly discovered
supervisor.adoc,607,"On a breakpoint exception raised by an EBREAK or C.EBREAK instruction, `stval` is written with either zero or the virtual address of the instruction.",REPORT_VA_IN_STVAL_ON_BREAKPOINT,yes,NORM_DIRECT,binary,high,written with either zero or the virtual address,REVIEW_NO_MODAL,no,no,no,,
supervisor.adoc,829,"When SXLEN=32, the only other valid setting for MODE is Sv32, a paged virtual-memory scheme described in <<sv32>>.",SV32_VSMODE_TRANSLATION,yes,NORM_CSR_WARL,binary,medium,the only other valid setting for MODE is Sv32,REVIEW_NO_MODAL,no,no,no,,
supervisor.adoc,831,"When SXLEN=64, three paged virtual-memory schemes are defined: Sv39, Sv48, and Sv57, described in <<sv39>>, <<sv48>>, and <<sv57>>, respectively.",SATP_MODE_SV39_SV48_SV57,no,NORM_CSR_WARL,set,high,Implementations are not required to support all MODE settings,REVIEW_NO_MODAL,no,no,no,,newly discovered
unpriv-cfi.adoc,530,"The bits 1:0 of `ssp` are read-only zero. If the UXLEN or SXLEN may never be 32, then the bit 2 is also read-only zero.",SSP_BIT2_READ_ONLY,no,NORM_CSR_RW,binary,high,may never be 32,REVIEW_NO_MODAL,yes,no,no,,newly discovered
unpriv-cfi.adoc,793,"Just as for AMOs in the A extension, `SSAMOSWAP.W/D` requires that the address held in `rs1` be naturally aligned to the size of the operand (i.e., eight-byte aligned for __doublewords__, and four-byte aligned for __words__). The same exception options apply if the address is not naturally aligned.",LRSC_MISALIGNED_BEHAVIOR,yes,NORM_DIRECT,enum,medium,The same exception options apply if the address is not naturally aligned,REVIEW_NO_MODAL,no,no,no,,aligned via fuzzy_name to UDB LRSC_MISALIGNED_BEHAVIOR
v-st-ext.adoc,1009,Load instructions may overwrite active destination vector register group elements past the element index at which the trap is reported.,VECTOR_LOAD_PAST_TRAP,yes,NORM_DIRECT,binary,high,may overwrite active destination vector register group elements past the element index at which the trap is reported,REVIEW_NO_MODAL,yes,no,no,,
v-st-ext.adoc,1010,"Similarly, fault-only-first load instructions may update active destination elements past the element that causes trimming of the vector length (but not past the original vector length).",VECTOR_FF_UPDATE_PAST_TRIM,yes,NORM_DIRECT,binary,high,may update active destination elements past the element that causes trimming,REVIEW_NO_MODAL,yes,no,no,,
v-st-ext.adoc,1111,These instructions may overwrite destination vector register group elements past the point at which a trap is reported or past the point at which vector length is trimmed.,VECTOR_LOAD_SEG_FF_OVERWRITE_ELEMENTS_AFTER_FAULT,yes,NORM_DIRECT,binary,high,may overwrite destination vector register group elements past the point at which a trap is reported,REVIEW_NO_MODAL,no,no,no,,
v-st-ext.adoc,1213,"If an element accessed by a vector memory instruction is not naturally aligned to the size of the element, either the element is transferred successfully or an address-misaligned exception is raised on that element.",VECTOR_LS_MISALIGNED_LEGAL,yes,NORM_DIRECT,binary,high,either the element is transferred successfully or an address-misaligned exception is raised,REVIEW_NO_MODAL,no,no,no,,
v-st-ext.adoc,3806,A different floating-point range and precision may be chosen for the result of each operator.,VFREDUSUM_NODE_ROUNDING_BEHAVIOR,yes,NORM_DIRECT,binary,high,may be chosen for the result of each operator,REVIEW_NO_MODAL,no,no,no,,
v-st-ext.adoc,3808,A node where one input is derived only from elements masked-off or beyond the active vector length may either treat that input as the additive identity of the appropriate EEW or simply copy the other input to its output.,VFREDUSUM_INACTIVE_NODE_ELEMENT_BEHAVIOR,yes,NORM_DIRECT,binary,high,may either treat that input as the additive identity ... or simply copy the other input,REVIEW_NO_MODAL,no,no,no,,
zawrs.adoc,70,"While stalled, an implementation is permitted to occasionally terminate the stall and complete execution for any reason.",WRS_SPURIOUS_WAKEUP,no,NORM_DIRECT,binary,high,an implementation is permitted to occasionally terminate the stall,REVIEW_NO_MODAL,yes,no,no,,newly discovered
zc.adoc,1121,"It is platform defined whether the core implementation waits for the bus responses before continuing to the final stage of the sequence, or handles errors responses after completing the PUSH instruction.",ZCMP_BUS_FAULT_HANDLING,no,NORM_DIRECT,binary,high,platform defined whether the core implementation waits for the bus responses,REVIEW_NO_MODAL,no,no,no,,newly discovered
zc.adoc,2487,"_jvt.mode_ is a *WARL* field, so can only be programmed to modes which are implemented.",JVT_MODE_SUPPORTED,no,NORM_CSR_WARL,set,high,can only be programmed to modes which are implemented,REVIEW_NO_MODAL,yes,yes,no,,"newly discovered; likely duplicate: WARL field, usually covered by CSR field model"
zpm.adoc,113,"The current standard only supports PMLEN=XLEN-48 (i.e., PMLEN=16 in RV64) and PMLEN=XLEN-57 (i.e., PMLEN=7 in RV64).",PMLEN,yes,NORM_DIRECT,enum,high,implementer selects from the supported values PMLEN=XLEN-48 and PMLEN=XLEN-57,REVIEW_NO_MODAL,yes,no,no,,
zpm.adoc,196,"In RV32, trying to enable pointer masking will result in an illegal WARL write and not update the pointer masking configuration bits",PM_RV32_WARL_BEHAVIOR,no,NORM_CSR_WARL,binary,medium,illegal WARL write and not update the pointer masking configuration bits,REVIEW_NO_MODAL,yes,yes,no,will,"newly discovered; likely duplicate: WARL field, usually covered by CSR field model"
zpm.adoc,207,"the supported values of PMLEN may depend on the effective privilege mode. The current standard only defines PMLEN=XLEN-48 and PMLEN=XLEN-57,",PMLEN_PER_MODE,no,NORM_DIRECT,enum,medium,the supported values of PMLEN may depend on the effective privilege mode,REVIEW_NO_MODAL,yes,no,no,,newly discovered
zpm.adoc,210,Trying to enable pointer masking in an unsupported scenario represents an illegal write to the corresponding pointer masking enable bit and follows WARL semantics.,PMLEN_ILLEGAL_WARL,no,NORM_CSR_WARL,binary,medium,follows WARL semantics,REVIEW_NO_MODAL,yes,yes,no,,"newly discovered; likely duplicate: WARL field, usually covered by CSR field model"
machine.adoc,952,may do so for lower-level interrupts,MIDELEG_RO1_LOWER_LEVEL,no,NORM_CSR_WARL,bitmask,medium,may do so for lower-level interrupts,FRAGMENT,yes,no,no,,newly discovered
machine.adoc,1068,"If the stimecmp register is not implemented, STIP is writable in mip",STIMECMP_IMPLEMENTED,no,NORM_DIRECT,binary,high,If the stimecmp register is not implemented,FRAGMENT,yes,no,no,,newly discovered
supervisor.adoc,129,"When SXLEN=64, it is a *WARL* field that encodes the current value of UXLEN.",UXLEN_LEGAL_VALUES,no,NORM_CSR_WARL,set,medium,WARL field,FRAGMENT,no,yes,no,,"newly discovered; likely duplicate: WARL field, usually covered by CSR field model"
supervisor.adoc,175,SUM is read-only 0 if `satp`.MODE is read-only 0.,SSTATUS_SUM_ACCESS,no,NORM_CSR_RW,binary,high,read-only 0 if `satp`.MODE is read-only 0,FRAGMENT,no,no,no,,newly discovered
v-st-ext.adoc,98,the `mstatus.VS` field may exist even if `misa.V` is clear.,VSSTATUS_VS_EXISTS,yes,NORM_DIRECT,binary,high,may exist even if `misa.V` is clear,FRAGMENT,yes,no,no,,
zilsd.adoc,36,"Even if naturally aligned, the memory access might not be performed atomically.",ZILSD_NATURALLY_ALIGNED_ATOMIC,no,NORM_DIRECT,binary,medium,might not be performed atomically,FRAGMENT,yes,no,no,,newly discovered
